Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_1nucleus_25min_DIA_1.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_1nucleus_25min_DIA_2.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_1nucleus_25min_DIA_3.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_1nucleus_25min_DIA_4.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_1nucleus_25min_DIA_5.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_1nucleus_25min_DIA_6.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_blank_control_25min_DIA_1.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_blank_control_25min_DIA_2.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_blank_control_25min_DIA_3.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_blank_control_25min_DIA_4.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_blank_control_25min_DIA_5.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_1.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_2.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_3.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_4.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_5.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_6.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_7.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_8.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_2nucleus_25min_DIA_1.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_2nucleus_25min_DIA_2.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_2nucleus_25min_DIA_3.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_2nucleus_25min_DIA_4.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_2nucleus_25min_DIA_5.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_2nucleus_25min_DIA_6.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_2nucleus_25min_DIA_7.raw
Q9QWL7	Q9QWL7	K1C17_MOUSE	Krt17	Keratin, type I cytoskeletal 17	216159	162012	5.59129e+06	79609.1	158133	90699.8	3.43626e+06	7.47253e+06	5.08155e+06	5.56545e+06	9.50268e+06	110853	151635	50695.1	140582	22473.4	56110.3	111778	273217	570342	29318.6	22430.4	143645	54317.3	31077.9	1.2954e+06
Q9QWR8	Q9QWR8	NAGAB_MOUSE	Naga	Alpha-N-acetylgalactosaminidase	3415.1	5638.49	100250	1998.38	2560.86			138665	127428	111633		3194.67	1992.32		1318.26	1737.42	1283.35	2361.44	1959.19	2276.31	1681.94	970.074	4388.07	2530.94	1670.96	2604.76
Q9QX47	Q9QX47	SON_MOUSE	Son	Protein SON			12372.5	13559.1	16616	15014						18527.8	6215.98			4121.51	2054.44	2262.57	5308.61	4287.03	3120.45	2688.15	5411.8	6442.97	4862.79	5974.7
Q9QXB9	Q9QXB9	DRG2_MOUSE	Drg2	Developmentally-regulated GTP-binding protein 2	2963.64	3189.81	15706.1	3343.49		3461.31						4575.61	3016.82	7458.66	2359.17	2246.2	4004.2	2956.22	2676.75	3110.76	2587.73	3085.5	3718.28	3514.81	2521.11	3261.62
Q9QXC1	Q9QXC1	FETUB_MOUSE	Fetub	Fetuin-B	1406.63												798.699		946.505	660.357	745.425	742.172	782.077	903.577	640.694	537.781	823.496	1285.8	936.806	985.515
Q9QXD1	Q9QXD1	ACOX2_MOUSE	Acox2	Peroxisomal acyl-coenzyme A oxidase 2	18398.1	15241.6		13279.2	17255.1	14922.3						27594.7	20585.2	11620.1	26207.8	18889.8	23350.8	21291.4	24824	23769.6	20406.3	21226.1	19833	23709.3	23676.1	20795.9
Q9QXD6	Q9QXD6	F16P1_MOUSE	Fbp1	Fructose-1,6-bisphosphatase 1	87845.8	89997.4		108798	119902	132891						123601	112915	64808.3	91920	84762.6	59672.3	75070.5	70376.8	67235.1	139189	106788	101059	93568.1	79462.9	109830
Q9QXE0	Q9QXE0	HACL1_MOUSE	Hacl1	2-hydroxyacyl-CoA lyase 1	29198.4	24120.3		11696.6	19948.2	14332.4						13546.7	14337.5	10696.5	15320.7	14481.8	11811.4	15378.7	17856.9	11673	15819.1	14718.3	14488.6	18558.1	15351.8	13897.4
Q9QXE7	Q9QXE7	TBL1X_MOUSE	Tbl1x	F-box-like/WD repeat-containing protein TBL1X				2260.77		818.194														376.512						1192.82
Q9QXF8	Q9QXF8	GNMT_MOUSE	Gnmt	Glycine N-methyltransferase	66142.9	48686		148960	137776	257330						92497.9	104002	131563	78407.3	97835.3	74820.9	108554	102279	57828.8	105889	108294	108461	121143	117522	124586
Q9QXG2	Q9QXG2	RAE1_MOUSE	Chm	Rab proteins geranylgeranyltransferase component A 1															1003.4	930.916	756.567	939.286	2658.26	1744.72	2262.24				1408.46	1497.54
Q9QXG4	Q9QXG4	ACSA_MOUSE	Acss2	Acetyl-coenzyme A synthetase, cytoplasmic	5878.21	5906.73	13313.9	8389.71	9488.36	6953.58						6542.33	4065.68	10210.2	5496.81	4949.68	3800.59	5772.85	5622.96	6538.55	4805.79	3982.77	6881.52	5655.01	5793.23	5311.81
Q9QXK3	Q9QXK3	COPG2_MOUSE	Copg2	Coatomer subunit gamma-2	3083.12	2043.73	3504.25	1040.23		2928.05							2026.86		2225.63	2188.92	2608.99	2340.63	2029.12	2002.49	2396.21	2295.31	1907.69	2553.05	2689.59	2398.38
Q9QXK7	Q9QXK7	CPSF3_MOUSE	Cpsf3	Cleavage and polyadenylation specificity factor subunit 3			2013.03	2412.21		3887.67							2072.27	4057.41	1363.91	862.003	1244.29	1190.26	868.819	1918.13	784.917	1230.62	1456.65	858.902	1689.49	2227.86
Q9QXL2	Q9QXL1;Q9QXL2	KI21A_MOUSE	Kif21a	Kinesin-like protein KIF21A															477.419	332.855		407.316		350.88	371.768	141.127			303.267	
Q9QXN3	Q9QXN3	TRIP4_MOUSE	Trip4	Activating signal cointegrator 1													327.133		307.319	284.099	440.795	212.968	406.238		511.96	334.298			339.07	518.797
Q9QXS1	Q9QXS1	PLEC_MOUSE	Plec	Plectin	55616.5	49159.8	463289	33914.5	78752.9	29651.5	830637	2.06211e+06	1.13431e+06	1.37577e+06		30705.1	41204.1	260570	27145.5	19967.8	39527.3	41548.1	29640.9	49318	24368.4	30251.7	34454	32847	37949.1	48873.5
Q9QXS8	Q9QXS8	CMLO5_MOUSE	Nat8f5	Probable N-acetyltransferase family 8 member 5				894.827								3488.96	1890.63		4171.4	2692.78	4684.58	2846.78	4820.77	4226.38	1513.23	2635.11	3915.03	3955.95	3614.25	1445.86
Q9QXT0	Q9QXT0	CNPY2_MOUSE	Cnpy2	Protein canopy homolog 2	6502.43	6462.82	3255.77	3498.33		1284.65						2806.33	2974.81	6522.2	3124.74	3988.44	3934.01	3710.77	3172.12	4220.96	3414.1	3036.79	3584.76	3036.44	4169.4	3077.41
Q9QXX4	Q9QXX4	S2513_MOUSE	Slc25a13	Electrogenic aspartate/glutamate antiporter SLC25A13, mitochondrial	24326.7	25668.5	9476.86	31570.1	16258.3	26326.3						44043.9	44883.2	30590.2	47007.9	50570.1	52065.5	44327.7	52028.5	42779.6	45122.1	45121.8	41197.5	50225.1	42310.8	36137.1
Q9QXY1	Q9QXY1	ZO3_MOUSE	Tjp3	Tight junction protein ZO-3	634.805	3219.28											1058.59		848.463	666.037	1340.61	1334.43		994.563	998.57	1045.76	1767.99			762.449
Q9QXY6	Q9EQP2;Q9QXY6	EHD3_MOUSE	Ehd3	EH domain-containing protein 3	11798	8268.81	20870	4043.08		3294.91						6882.2	3774.6	32988.4	5848.35	4296.15	6897.21	3944.68	6192.19	5127.04	5908.92	6413.46	4412.09	6547.07	4558.75	4803.62
Q9QXY9	Q9QXY9	PEX3_MOUSE	Pex3	Peroxisomal biogenesis factor 3			5452.94												582.271						1233.74				886.27	
Q9QXZ0	Q69ZZ9;Q91ZU6;Q9QXZ0	MACF1_MOUSE	Macf1	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4	1341.4		10249.4		6165.53	7631.93	657161	699137						4244.28	802.038	513.811	541.1		721.028	1064.79	778.534	538.321	2915.64	758.362	758.949	1161.37
Q9QXZ6	Q91YY5;Q9EP96;Q9QXZ6	SO1A1_MOUSE	Slco1a1	Solute carrier organic anion transporter family member 1A1	18326.9	7010.07		3356.15									5239.75	11686	10996.6	8976.23	15759.1	6837.64	13390.4	8804.27	7765.8	10363.6	4419.23	17887.1	7187.37	4036.65
Q9QY23	Q9QY23	PKP3_MOUSE	Pkp3	Plakophilin-3	1877.63	1913.79	114870				64230.9		58407.5	41870			1870.8	211084			1558.98	3614.37	1141.83	1832.8			6824.34	2140.09	7340.44	7342.89
Q9QY24	Q9QY24	ZBP1_MOUSE	Zbp1	Z-DNA-binding protein 1															877.745											
Q9QY30	Q9QY30	ABCBB_MOUSE	Abcb11	Bile salt export pump	4132.17	8769.74		3141								2551.39	6467.57	5370.08	2529.72	5677.95	4622.92	7466.21	3579.87	4975.45	5716.07	4582.44	2146.34	3936.14	867.521	2173.17
Q9QY36	Q9QY36;Q3UX61	NAA10_MOUSE	Naa10	N-alpha-acetyltransferase 10	1448.1	1594.56											183.539		760.753	618.77		827.098	644.908		866.24	253.426			1164.05	1016.45
Q9QY76	Q9QY76	VAPB_MOUSE	Vapb	Vesicle-associated membrane protein-associated protein B	4496.62	6473.31		6897.26		2073.73						8833.47	5138.98	6199.81	6897.48	6993.9	7423.49	7869.62	7121.01	7163.25	5105.48	5504.1	7082.48	7386.07	6722.99	5174.8
Q9QY81	Q9QY81	PO210_MOUSE	Nup210	Nuclear pore membrane glycoprotein 210	2670.76	3212.47		7676.48	5944.47	8421.53						7302.73	4138.55	34697	2922.5	2440.69	1705.51	3397.8	2018.59	3603.68	2160.34	2167.85	4452.2	2499.52	3802.92	4960.03
Q9QYA2	Q9QYA2	TOM40_MOUSE	Tomm40	Mitochondrial import receptor subunit TOM40 homolog	2088.57		21564.8	1907.68									2783.38	6873.11	2928.7	2854.67	2660.55	2452.03	3846.23	2423.64	2872.51	3582.84	2742.33	2624.55	2355.64	2387.39
Q9QYB1	Q9QYB1	CLIC4_MOUSE	Clic4	Chloride intracellular channel protein 4	9531.6	7687.62	11015.3	6466.91		4053.29						5395.84	3678.67		4264.64	4567.59	4785.49	4031	5320.64	4780.24	3804.25	3375.93	3813.26	5427.86	5668.8	5103.31
Q9QYC0	Q9QYC0	ADDA_MOUSE	Add1	Alpha-adducin	773.288	638.358													597.87		730.269			289.987					491.574	
Q9QYC7	Q9QYC7	VKGC_MOUSE	Ggcx	Vitamin K-dependent gamma-carboxylase	5780.41	5336.88		8920.03		6336.89						6377.53	6482.45		6161.22	6630.69	6362.67	7023.38	7164.13	7206.07	5361.3	5379.99	5920.1	9084.01	5928.65	6222.04
Q9QYE6	Q9QYE6	GOGA5_MOUSE	Golga5	Golgin subfamily A member 5	1121.86														549.038	783.191	709.769	570.268		611.585	576.538	378.475		637.365	608.803	
Q9QYF1	Q9QYF1	RDH11_MOUSE	Rdh11	Retinol dehydrogenase 11	5469.08	11127.6			8442.68	3284.09						5781.69	3710.86	9902.53	3962.12	6302.8	4704.9	3648.4	4441.67	5373.19	3731.46	3015.68	7061.25	5614.67	4159.09	2746.38
Q9QYG0	Q9QYG0	NDRG2_MOUSE	Ndrg2	Protein NDRG2	36957	20562.2	162129	41120.9	31321.9	60023						52739.4	46759.9	27413.9	47582.8	46108.4	45202.3	46791.6	48399.7	45746.9	46957.9	51595.8	50486.7	51639.7	55258.9	43035.2
Q9QYI3	Q9QYI3	DNJC7_MOUSE	Dnajc7	DnaJ homolog subfamily C member 7		1717.02	3071.57											6053	920.476	955.434	934.11	608.375	1064.29	1319.4	1049.01	1315.51			1143.63	1920.06
Q9QYI4	Q9QYI4	DJB12_MOUSE	Dnajb12	DnaJ homolog subfamily B member 12	3605.62			5533.85					8091.05				1400.66		1433.94	1338.12	1213.63	1626.87	1451.72	1492.16	1014.45	1641.11			1480.43	1572.85
Q9QYI5	Q9QYI5	DNJB2_MOUSE	Dnajb2	DnaJ homolog subfamily B member 2	359.19	591.689	5002.06												790.607	426.766	728.07	942.355		693.889	421.205	393.604	741.52		876.064	8876.16
Q9QYJ0	Q9QYJ0	DNJA2_MOUSE	Dnaja2	DnaJ homolog subfamily A member 2	3361.55	4083.17	7096.38	5516.28	12302.4	4013.74						4454.88	2819.12	5927.05	3625.35	3712.76	3159.31	4047.63	2968.27	4121.23	2634.8	3602.54	3856.66	4330.02	4510.95	4170.91
Q9QYJ3	Q9QYJ3	DNJB1_MOUSE	Dnajb1	DnaJ homolog subfamily B member 1			9008.22	864.019		2430.02							496.949	4194.22	730.552	395.04	713.241	711.4	680.253	1271.28		772.88	1358.34	687.482	3051.16	1166.38
Q9QYR9	O55137;Q9QYR9	ACOT2_MOUSE	Acot2	Acyl-coenzyme A thioesterase 2, mitochondrial	33826.6	60299.9	5880.72	25901.4	19300.6	5231.24						12004.9	6112.2	5403.61	17322	18556.7	20106	20974	13195.9	20040.5	7011.49	2965.56	13921.1	17669.9	22132.6	5475
Q9QYS9	Q9QYS9	QKI_MOUSE	Qki	KH domain-containing RNA-binding protein QKI				8229.1		4243.91							1469.71		1652.09	1075.95	895.981	1117.72	981.288	2074.54	1106.51	1005.67	1746.51	1396.82	1934.32	2646.98
Q9QYY1	Q9QYY1	I36RA_MOUSE	IL36RN	Interleukin-36 receptor antagonist protein			34901.6						81205.6				2550.45							1495.41					2016.57	6425
Q9QYY9	Q9QYY9	ADH4_MOUSE	Adh4	All-trans-retinol dehydrogenase [NAD(+)] ADH4	6773.43	4416.82		3109.37	5746.42	6975.72						7602.75	6729.39	3353.54	4439.16	2754.6	2209.09		2783.31	2369.27	4137.17	4497.7	3680.2	1895.01	1350.76	3618.79
Q9QZ06	Q9QZ06	TOLIP_MOUSE	Tollip	Toll-interacting protein	2585.17	5860.74	11343.3						19018.3				1569.83		873.344	523.463	673.568	676.134		1094.57	1406.31	404.548	1497.74	479.451	264.311	1202.29
Q9QZ08	Q9QZ08	NAGK_MOUSE	Nagk	N-acetyl-D-glucosamine kinase	2346.26	2699.3	8396.24				61312	84166.5	69648.8				3028.95		4359.46		635.965	4417.95	2490.45	6263.39	2183.38	5295.39	3204.17	2698.76	3280.35	8994.87
Q9QZ10	Q9QZ10	ANX10_MOUSE	Anxa10	Annexin A10													7009.68				5015.55	3080.58	4927.13	4304.48	6900.6	9181.96		6421.59	2823.91	
Q9QZ23	Q9QZ23	NFU1_MOUSE	Nfu1	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial				2651.93								3250.58	1722.72	1694.12	2075.42	1733.33	2606.45	2549.05	2817.04	1609.6	2472.41	2557.88	2677.75	2276.61	1790.48	1823.34
Q9QZ25	Q9QZ25	VNN3_MOUSE	Vnn3	Vascular non-inflammatory molecule 3		1479.17											747.82		529.164	693.509	806.272	1501.94	1073.91	580.955	914.517	716.867			848.166	1314.58
Q9QZ85	Q9QZ85	IIGP1_MOUSE	Iigp1	Interferon-inducible GTPase 1	20413.3	21171.4		11178.3	17579.2	14185.2						11550.7	17100.3	10594.7	34990.4	14888.7	18572.1	14825.8	14576.2	14843.5	13843.1	16351	15320.4	14215	16240.7	15112.6
Q9QZ88	Q9QZ88	VPS29_MOUSE	Vps29	Vacuolar protein sorting-associated protein 29	4370.13	3446.02	18162	2903.51		3681.33							3454.81	6008.76	3406.66	3391.95	1917.61	3094.03	3827.16	3095.4	3011.07	3512.58	2851.68	3572.97	3307.08	5999.58
Q9QZD8	Q9QZD8	DIC_MOUSE	Slc25a10	Mitochondrial dicarboxylate carrier	6628.71	6577.3	6618	7164.05	4523.87	6764.72						10131	11223.5	7491.17	11176.8	13452.8	12174.9	10762.3	10535.1	11269.3	11047.2	11114.5	8614.43	11929.8	11970.7	8527.94
Q9QZD9	Q9QZD9	EIF3I_MOUSE	Eif3i	Eukaryotic translation initiation factor 3 subunit I	5888.54	6302.68	6638.31	3118.94	6813.14	3480.04						5224.99	4256.45	18037.5	3201.52	2887.98	2333.68	3381.54	3362.42	4797.81	4115.11	3611.09	4628.52	4327.24	3268.52	3662.1
Q9QZE5	Q9QZE5	COPG1_MOUSE	Copg1	Coatomer subunit gamma-1	174020	122184	237905	68415	102536	107391				4.09086e+06		137321	136884	86185.9	119811	109379	105806	124775	122981	137198	112373	117796	106969	115534	118426	139415
Q9QZE7	Q9QZE7	TSNAX_MOUSE	Tsnax	Translin-associated protein X			1986.71			1694.59							1196.68	1278.53	699.997	589.51	814.529	942.405	1077.51	532.146	1037.88	473.285	908.775		1521.36	1707.78
Q9QZH3	Q9QZH3	PPIE_MOUSE	Ppie	Peptidyl-prolyl cis-trans isomerase E				5043.06	6222.76	5487.94							1822.1	110110	2083.06	797.209		251.673			1044.39	991.503		2636.53	2614.67	2354.92
Q9QZH6	Q9QZH6	ECSIT_MOUSE	Ecsit	Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial		1355.71		1260.38								1664.85	1359.17		1982.37	2343.85	1708.25	1848.16	1836.8	1700.65	1439.82	1380.35	1484.78	2832.68	1530.19	1523.93
Q9QZM0	Q9QZM0	UBQL2_MOUSE	Ubqln2	Ubiquilin-2	2375.45												1360.45		1198.96	1193.78	1411.3	1439.74	1350.55	2607.62	996.053	997.201			1052.39	1756.97
Q9QZN4	Q9QZN4	FBX6_MOUSE	Fbxo6	F-box only protein 6	5281.33	4289.97		6896.32	12442.1	5438.29							3348.46		4449.92	3363.2	3300	3311.99	3557.3	5139.46	3145.62	2884.16	5038.97	4830.35	3991.15	4174.81
Q9QZQ1	Q9QZQ1	AFAD_MOUSE	Afdn	Afadin	2688.28	2189.67	3287.77										1639.65	15661.4	1279.03	1367.75	1830.48	1611.09	1253.51	1794.42	1547.13	1657.38	2921.53		798.426	2183.49
Q9QZQ8	Q9QZQ8	H2AY_MOUSE	Macroh2a1	Core histone macro-H2A.1	7622	8370.63	8456.34	36932.7	25031.4	59314.8						15934.7	17032.9	57788.4	12066.8	8208.62	5476.61	8590.89	7672.33	17005.9	12400.2	8955.92	19339.2	11856.7	18437.1	22541.5
Q9QZS3	Q9QZS3	NUMB_MOUSE	Numb	Protein numb homolog	5485.58	3958.19	10246.3										2048.69		2740.69	1843.59	1837.49		2250.18	3163.03	2460.22	2728.14	1789.6	2967.82	1452.65	2092.21
Q9QZS5	Q9QZS5	SGK2_MOUSE	Sgk2	Serine/threonine-protein kinase Sgk2			2565.26	1184.43									1434.79		1081.72	805.859	1174.92	649.756	1023.61	1969.16	490.529	772.506			1054.56	
Q9QZW0	Q9QZW0	AT11C_MOUSE	Atp11c	Phospholipid-transporting ATPase 11C	9817.11	6549.81		3350.74								8974.42	6006.73	7488.75	10047.3	9541.76	12629.4	6925.77	10930.7	9481.31	6038.13	6597.93	5111.3	13939.8	6611.82	4377.26
Q9QZX7	Q9QZX7	SRR_MOUSE	Srr	Serine racemase	467.924	1834.41		2360.62		2601.79						3314.4	2341.77		1339.53	2059.08	1116.14	1668.49	941.997	1705.71	1784.44	1718.94	3278.57	1847	1989.47	2558.55
Q9R008	Q9R008	KIME_MOUSE	Mvk	Mevalonate kinase	2122.8	2637.64	11264.5	1837.11		2791.33						2251.61	1428.18		1707.23	1311.24	1580.9	1493.45	2025.06	2276.2	1271.28	1283.36	1805.92	2524.85	1784.8	1557.38
Q9R020	Q9R020	ZRAB2_MOUSE	Zranb2	Zinc finger Ran-binding domain-containing protein 2	772.077		11091.3	5223.42	1859.58	4283.65			46255.3				2569		1435.15	1207.87	1145.88	1870.29	1911.01	875.324	1159.36	1563.34		2576.01	1907.56	2913.79
Q9R049	Q9R049	AMFR_MOUSE	Amfr	E3 ubiquitin-protein ligase AMFR	3543.82												2122.88		1804.68	2209.29	1954.09	2360.02	1606.13	2351.96	1658.28	2247.06	4575.66	8170.28	2438.15	2771.86
Q9R061	Q9R061	NUBP2_MOUSE	Nubp2	Cytosolic Fe-S cluster assembly factor NUBP2												1109.02			989.713	447.729	600.316		763.711	1113.77	830.53	1013.24			583.895	505.338
Q9R062	Q9R062	GLYG_MOUSE	Gyg1	Glycogenin-1		2460.9				2691.27							1175.48		1730.73			1616.67		1895.91		1337.34	1710.42		1739.48	2815.85
Q9R078	Q9R078	AAKB1_MOUSE	Prkab1	5'-AMP-activated protein kinase subunit beta-1													1720.7			942.628	664.17				1554.48				813.085	1296.7
Q9R092	Q9R092	H17B6_MOUSE	Hsd17b6	17-beta-hydroxysteroid dehydrogenase type 6	10378.9	5677.24				16229.6						3800.46	10422.1		1654.84	691.309	1220.7		2601.49		12285.2	16108.2	3348.18	7034.85	745.18	10732
Q9R099	Q9R099	TBL2_MOUSE	Tbl2	Transducin beta-like protein 2	2360.84	3448.34	6966.83	1887.8		2916.13						5482.96	2684.12		2168.17	2214.39	2430.9	2614.51	3289.52	2834.67	2172.27	2125.65	3239.78	3033.34	2891.9	2719.12
Q9R0A0	Q9R0A0	PEX14_MOUSE	Pex14	Peroxisomal membrane protein PEX14	1256.91											793.905	1452.75	1039.49	1824.3	2370.1	1483	1854.58	1541.34	2104.79	1427.45	1810	1311.09	2550.97	1465.04	2052.34
Q9R0H0	Q9R0H0	ACOX1_MOUSE	Acox1	Peroxisomal acyl-coenzyme A oxidase 1	72496.3	34737.4	60338.5	42056.2	35434.4	49561						73462.4	81399.3	47249.5	91105.8	80856.7	81671	74591.3	91137.1	78721.5	81470.9	81093.4	72921.8	76506.8	85710.9	68265.1
Q9R0H5	Q9R0H5	K2C71_MOUSE	Krt71	Keratin, type II cytoskeletal 71	4129.04	2181.71	187273															15311.7	6514.52	17004.2	649.266		1627.47		1431.34	78484.5
Q9R0I7	Q9R0I7	YLPM1_MOUSE	Ylpm1	YLP motif-containing protein 1				2568.66	3839.17	2574.34														666.669	768.276				842.303	
Q9R0L1	Q9R0L1	HSF4_MOUSE	Hsf4	Heat shock factor protein 4	6089.6	8542.01	26253.2			4653.46	206991		167981	133397	232553		4792.55	1868.3			7708.46	2768.17	1885.88	5333.68	1646.72	1478.85	12225.7	5526.41	2176.07	8739.24
Q9R0L7	Q9R0L7	AKP8L_MOUSE	Akap8l	A-kinase anchor protein 8-like	6095.04	6361.38	2657.2	14728.6	12209.8	7744.08	616261	1.0518e+06	169186	252043	800517	28757.1	6854.05		5538.5	1857.38	2709.73	2764.09	10884.6	5083.28	4043.42	6596.37	21987.3	12677.2	2162.8	3633.27
Q9R0M5	Q9R0M5	TPK1_MOUSE	Tpk1	Thiamine pyrophosphokinase 1															3080.19	2464.36			2604.52		1720.59	1960.5			1631.72	
Q9R0M6	Q9R0M6	RAB9A_MOUSE	Rab9a	Ras-related protein Rab-9A	3971.31	2944.02		719.45											2747.05	2292.56	2382.27	2013.57	1798.49	2691.09	2361.81	2371.75	2249.68	2616.56	2080.76	
Q9R0N0	Q9R0N0	GALK1_MOUSE	Galk1	Galactokinase	10091.5	10438.6		9529.72	14036	9962.69						12186.4	9169.24		9040.81	6565.04	7468.82	10059.2	7937.1	7698.63	9535.55	7733.33	10224.5	10315.2	8674.51	10612.6
Q9R0P3	Q9R0P3	ESTD_MOUSE	Esd	S-formylglutathione hydrolase	32529.4	29804.6		46809.5	35500.1	56219.8						48516	37632.1	21827.8	33996.3	37429.5	34257.4	38003.6	34892.7	44453.1	43064.6	41577.7	35065.6	33342.2	38773.2	36447.7
Q9R0P5	Q9R0P5	DEST_MOUSE	Dstn	Destrin	26110.9	14355.5	64420.5	24446	13995.4	19780.5						18140	21039.2	25221.2	22362.4	24008.3	17673.3	21665.2	19887.1	22190	19324.3	23660.9	17759.5	21668.7	22998	24683.1
Q9R0P6	Q9R0P6	SC11A_MOUSE	Sec11a	Signal peptidase complex catalytic subunit SEC11A	8086.66	5837.19	20500.3	6689.77	6282.92	5143.84			4030.69			5923.26	6638.07	6461.86	5469.79	7360.75	7884.95	9695.73	9887.55	10421.8	5678.66	7117.32	3562.05	9025.05	10108.3	10845.1
Q9R0P9	Q9R0P9	UCHL1_MOUSE	Uchl1	Ubiquitin carboxyl-terminal hydrolase isozyme L1		1773.02																								
Q9R0Q3	Q9R0Q3	TMED2_MOUSE	Tmed2	Transmembrane emp24 domain-containing protein 2	1577.6	1709.68	13212.9										1439.42		923.262	652.405	541.401	928.182		643.609	791.162	1011.64			1150.11	1582.87
Q9R0Q6	Q9R0Q6	ARC1A_MOUSE	Arpc1a	Actin-related protein 2/3 complex subunit 1A	2481.17	5147.48	21450.3	1231.7		2141.69						4188.68	3014.9		2875.08	3375.82	3573.13	5150.5	3583.59	4360.56	2592.17	2692.05	1586.53	4229.04	4389.33	6731.41
Q9R0Q7	Q9R0Q7	TEBP_MOUSE	Ptges3	Prostaglandin E synthase 3	8055.39	11040.4	14832.6	6967.2	13448.9	8371.62						6623.96	4784.98		5771.36	5780.37	4887.16	5792.39	5310.05	6318.8	6055.64	5194.18	4798	6586.55	7572.28	6725.33
Q9R0Q9	Q9R0Q9	MPU1_MOUSE	Mpdu1	Mannose-P-dolichol utilization defect 1 protein	2340.65	1730.69	24714.9	3087.52	1856.51	3460.37						4786.76	4660.35	8416.3	5802.3	6013.83	5612.5	5941.86	5717.95	5614.73	4035.28	4899.47	2609.95	5710.01	5763.1	4539.69
Q9R0R1	Q9R0R1	TRFM_MOUSE	Meltf	Melanotransferrin																					2565.61					
Q9R0U0	Q9R0U0	SRS10_MOUSE	Srsf10	Serine/arginine-rich splicing factor 10	3131.96	2234.04	2394.79	6854.6	4825.92	4755.15							1427.64	5458.08	644.078	1094.02		1722.6		1734.09	1146.37	1037.84	1621.05	1634.89	2432.4	2286.47
Q9R0Y5	Q9R0Y5	KAD1_MOUSE	Ak1	Adenylate kinase isoenzyme 1			31153.4																						996.847	3159.79
Q9R111	Q9R111	GUAD_MOUSE	Gda	Guanine deaminase	10925.5	5685.51	245815	4605.12	5024.42	1864.89	162122	200806		141613		7235.7	6683.13		4729.38	4307.07	4032.19	6654.03	4983.75	6602.72	2303.92	1835.5	4935.75	6936.17	5189.65	7851.16
Q9R112	Q9R112	SQOR_MOUSE	Sqor	Sulfide:quinone oxidoreductase, mitochondrial	8581.01	6068.46	44594	2926.79		3806.15						4398.18	7321.05	4643.61	5079.88	4157.43	4473.05	4639.09	4722.98	3383.15	5603.84	7636.23	4736.83	5384.83	4969.99	6138.66
Q9R190	Q9R190	MTA2_MOUSE	Mta2	Metastasis-associated protein MTA2	1519.21	1566.31	1713	8978.95	7726.58	11097						3761.45	3431.4		1731.85	2178.47	933.542	1993.2	2006.29	4185.01	2545.35	2448.62	3974.88	2359.37	4920.9	5386.04
