Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_350um_65min_DIA_1_Slot2-34_1_17045.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_350um_65min_DIA_2_Slot2-34_1_17047.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_350um_65min_DIA_3_Slot2-34_1_17049.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_500um_65min_DIA_1_Slot2-35_1_17057.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_500um_65min_DIA_2_Slot2-35_1_17059.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_500um_65min_DIA_3_Slot2-35_1_17061.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_750um_65min_DIA_1_Slot2-36_1_17070.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_750um_65min_DIA_2_Slot2-36_1_17072.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_750um_65min_DIA_3_Slot2-36_1_17074.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InGel_1mm_65min_DIA_1_Slot2-34_1_17084.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InGel_1mm_65min_DIA_2_Slot2-34_1_17086.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InGel_1mm_65min_DIA_3_Slot2-34_1_17088.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InGel_1500um_65min_DIA_1_Slot2-37_1_17108.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InGel_1500um_65min_DIA_2_Slot2-37_1_17114.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InGel_1500um_65min_DIA_3_Slot2-37_1_17116.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InTip_1mm_65min_DIA_1_Slot2-33_1_17082.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InTip_1mm_65min_DIA_2_Slot2-33_1_17090.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InTip_1mm_65min_DIA_3_Slot2-33_1_17092.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InTip_1500um_65min_DIA_1_Slot2-35_1_17106.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InTip_1500um_65min_DIA_2_Slot2-35_1_17110.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InTip_1500um_65min_DIA_3_Slot2-35_1_17112.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InGel_2mm_65min_DIA_1_Slot2-34_1_17144.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InGel_2mm_65min_DIA_2_Slot2-34_1_17145.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InGel_2mm_65min_DIA_3_Slot2-34_1_17146.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InGel_3mm_65min_DIA_1_Slot2-36_1_17149.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InGel_3mm_65min_DIA_2_Slot2-36_1_17157.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InGel_3mm_65min_DIA_3_Slot2-36_1_17158.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InTip_2mm_65min_DIA_1_Slot2-33_1_17166.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InTip_2mm_65min_DIA_2_Slot2-33_1_17167.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InTip_2mm_65min_DIA_3_Slot2-33_1_17168.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InTip_3mm_65min_DIA_1_Slot2-35_1_17151.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InTip_3mm_65min_DIA_2_Slot2-35_1_17176.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InTip_3mm_65min_DIA_3_Slot2-35_1_17177.d
Q9JLV1	Q9JLV1		Bag3		8574.15	9378.58	8451.65	6493.64	7918.7	8464.24	8285.02	9012.13	7307.83	27842.9	34316.6	33110.1	15879.4	14962	16999.2	7290.55	8251.73	8137.93	6789.06	5975.7	7289.12	6285.44	5803.43	5660.21	6001.65	6067.57	6141.07	6361.41	6480.37	6482.02	9336.43	7473.56	7599.43
Q9JLV2	Q9JLV2		Trpc4ap									875.456	977.109							1028.8	762.264	1038.21	542.252	545.706	596.729				568.121	613.444	628.544	921.155	967.848	1154.66	1596.65	1873.48	1662.38
Q9JLV5	Q9JLV5		Cul3		9279.73	10849.1	9757.03	11334.6	13518.7	13968.8	14245.5	15704.1	14368.2				7452	10718.1	7172.2	13944.6	14063.5	14145.6	16055.8	16352.8	16147.9	14406.5	14508.5	15732.1	17825.1	17002.9	17928.1	19102.4	19564.4	19790.2	22467.3	23307.3	24719.1
Q9JLV6	Q9JLV6		Pnkp		4225.23	5551.02	6667.88	4585.5	3500.34	3256.4	4374	4414.83	4422.82	8445.08	7113.12	13524.7	8478.23	10556.9	11494.7	4536.34	4374.15	4538.16	4661.27	4569.42	4784.64	5316.22	5108.48	4577.44	2766.12	3842.77	2691.85	2892.92	2760.8	2932.6	5090.15	4376.71	3578.57
Q9JLZ3	Q9JLZ3		Auh		28849.2	31003.4	22577.6	27200.6	25761.9	30680.7	23669.1	21514.1	21852.3	13861		11780.8	30223.1	29625.1	29847.4	20657.7	22611	20427.4	22157.2	22711	20934.8	19739.6	19897.5	19465.1	32967.1	34133.6	34446.2	32383.7	23984.8	31529.4	63049.9	38675.6	35708.1
Q9JLZ6	Q9JLZ6		Hic2		10769.4	6787.96	5541.25	8593.23		8051.26	8041.24	8670.57	7337.27							7570.11	8862.92	7194.07	9701.36	9373.84	9843.4	12365.2	11162.9	11484.4	12764.2	12121.9	12498	5577.27	5622.14	6185.08	3575.75	3942.54	3933.31
Q9JLZ8	Q9JLZ8		Sigirr		3129.81		2322.45	3216.18	3368.13	2956.9	2499.43	2801.14	3004.65							3058.94	3046.15	3039.21	2998.12	3142.59	3041.05	3670.36	3108.36	3409.52	3633.95	3502.08	3538.73	3022.22	2775.06	3035.33	5688.61	3962.15	4369.29
Q9JM13	Q9JM13		Rabgef1					2034.57		2696.86	1464.12	1557.07	1446.63							2075.83	1856.14	1687.13	1918.04	2023.13	2001.07	2316.38	2227.33	2459.63	1799.71	1624.61	1241.03	1731.3	1108.59	1345.93			
Q9JM14	Q9JM14		Nt5c		7985.2	8677.89	9895.03	10864.6	10310.9	10976.2	12520.7	14185.7	13484.3							11460.8	13735.4	13336	15293.5	14536.7	14817.1	16624.1	14508.3	12577.4	22173.8	20148.8	20245.2	19090.8	18494.3	17097.8	28274.1	20776.2	25586.3
Q9JM52	Q9JM52		Mink1					783.426			976.904		582.554								791.44	838.313	1003.2	828.458	747.731	463.976	746.317	573.404	613.592	556.538	389.304	740.627	726.944	701.811	1499.18	963.769	860.629
Q9JM62	Q9JM62		Reep6		31223.9	46306.4	38971.2	47085	57926.8	44067.1	38369.2	39264.3	41953.2				33398.9	24810.3		44568.9	43900.1	43663.5	30913.4	31484.5	31248.1	16557.6	16598.1	19038.6	30795.9	34268.7	26190.8	14230.6	28046.6	46241.7	55253.9	54007.3	49574.7
Q9JM76	Q9JM76		Arpc3		33878.8	24700	33236.2	23309.3	25437.9	22360.2	27481.9	26160.7	27583.4			12320.6	30812.2	27849.3	30422.6	23734.8	23599.7	26285.6	28019.1	26754.2	26100.2	25365.5	24031	24420	21866.9	20564.7	22111.5	27314	22522.9	28320.5	38447.2	41525.6	39600.3
Q9JM96	Q9JM96		Cdc42ep4																	1519.01	254.375	1425.6	792.09		499.428				904.201			1231.64	1171.69	1361.23	1612.17	1794.7	1905.88
Q9JMA1	Q9JMA1		Usp14		7729.91	10315.2	8321.78	8400.67	10298.8	9082.81	10855	10852.1	11477.4	46333.1	25978.6	37996	16268.1	12588.9	10213.5	13300.8	12706.5	12407.8	12296.8	12163.5	12698	11571.9	10706.3	10065.5	9415.32	8841.68	10066	10256.4	10678.5	11391.8	13207.7	11089.6	10206.6
Q9JMA2	Q9JMA2		Qtrt1						1956.3	1234.93	1243.26	1549.71	1186.84							1788.24	1679.6	1553.57	1817.33	2012.36	2056.68	1876.25	2140.77	1862.94	2131.31	2126.27	2617.46	1525.51	1453.73	1659.15			
Q9JMC3	Q9JMC3		Dnaja4								209.395												443.989						346.941	375.634	260.578						
Q9JMC8	Q9JMC8		Epb41l4b										1239.77										871.413		909.534	1270.68	1240.84	1291.13	1547.46	1560.93	1792.95	1305.9	1550.28	1459.01	2413.1	2112.23	1707.64
Q9JMD0	Q9JMD0		Znf207		3933.09	5899.46	4607.68	3096.64	5284.01	5694.1	5143.64	4492.3	4295.66	14685.7		16555.3	2709.25	5133.08	4367.9	4546.02	5723.63	3794.18	3714.91	3783.05	3910.34	2495.42	2747.23	2351.83	3686.56	3703.97	2868.41	4534.35	6203.41	6007.35	6065.93	4782.52	5010.67
Q9JMD3	Q9JMD3		Stard10		49019.9	55872.2	73715	69059.9	62840	70197.2	60266.9	64067.6	65441	191169	114942	125585	86458.4	143624	139584	96212.2	98026.6	91972	86414.8	96428.9	89277.8	107248	113009	111683	47990.3	43267.4	46052.9	72159.3	69247	76630.2	60019.9	82470.5	91030.9
Q9JMF7	Q9JMF7		Dolpp1																				564.488	619.731	618.009							1886.44	1561.06	1541.83	2154.84	2578.65	2243.9
Q9JMG1	Q9JMG1		Edf1		7278.03	8436.23	5629.23	6847.83	6612.23	7481.95	5676.67	5838.12	5581.97	29069.6	21781.6	22479.9	11909.1	12576.4	13469.6	4291.35	5199.71	5238.9	3766.75	4778.44	3439.25	3509.29	3667.63	3293.67	5955.56	6583.09	5104.58	8830.02	6662.16	6299.61	16146.5	14973.2	9361.07
Q9JMG2	Q9JMG2		C1galt1c1		1402.43				1362.57														1622.86		1380.63							1350.23	1458.8	1396.99			
Q9JMH6	Q9JMH6		Txnrd1		51878.4	43556.3	41139	50896.6	45382.8	46896.4	46766.8	47374.6	50802.9	201492	184537	117338	74438.4	76596.8	76435.8	37218.8	36907.9	38809.8	39683	38331	36726.1	29490.6	30164.3	29711.6	36807	26759.7	23889.7	24593.1	23689.2	25520.7	45595.8	41403.1	29430.8
Q9JMH9	Q9JMH9		Myo18a		12351.8	16194.4	13523.9	12144.9	10494.9	11755	10796.2	11215.4	12139.9	23500.2	24180.5	22151.7	19205	19196.5	16938.7	11286.4	11273.7	10732.5	10387	11749	11099.5	12120.4	12750.4	11653.2	11336.2	12033.3	11800.9	11119.7	10844.9	10848.7	16183.4	13725.5	12030.4
Q9QUG9	Q9QUG9		Rasgrp2																	1898.81			1269.84	1334.51					1675.33	1608.67	1337.81	1322.41	1518.9	1203.75	2427.01	2209.46	2291.68
Q9QUH0	Q9QUH0		Glrx		6625.81	4730.17	6379.9	8904.52	6071.59	7555.88	7998.24	7892.35	7952.32							7318.54	9626.96	6410.8	9640.9	9453.6	8984.21	8742.8	8674.06	9063.52	9363.32	10969.1	9901.41	8767.06	8951.6	10032.4	10392.8	15549.3	9768.92
Q9QUI0	Q9QUI0		Rhoa		32149.3	43395.3	34227.1	36532.4	32580.2	35750.8	33774.5	36618.9	37186	220269	205799	173142	69074.2	68029.5	69944.4	34741.6	34868.3	34972	32534.6	33224.6	29796.8	25088.3	39527.8	29083.6	30264.7	25495.5	31475	37486.8	40913.1	45438	47022.6	48633.9	47150.9
Q9QUJ7	Q9QUJ7		Acsl4		5638.69	6352.43	5045.32	4981.09	5076.85	5831.81	6309.65	6174.55	5640.44				10959.9	10350.7	11816	5885.7	5889.14	6110.7	6580.9	6158.56	6628.78	5920.44	6086.91	5388.32	6173.16	6160.8	6265.24	7026.11	7054.76	6793.45	7764.9	7300.43	8257.44
Q9QUK3	Q9QUK3		Cln8			1299.35				1193.53	1933.54	1164.52	2026.29							2077.92	2352.61	1729.52	1620.14	1655.93	1777.9		1061.96	766.055	1277.31			1850.07	1927.18		698.993		
Q9QUM0	Q9QUM0		Itga2b			2693.47					3121.74									2804.39	3060.25			3045.91	2667.82	4216.98		3043.66	1936.38	2563.94							
Q9QUM9	Q9QUM9		Psma6		23086.2	22948	24593.9	32567.5	26712.8	27003.7	24744.3	24770	25769	33788.1	39485.6	19779.1	33569.9	38300.6	36071.1	23011.9	23734.3	22244	24345.8	24984.5	23286.9	29472	33495.8	34217.9	21345.3	21167.7	27090	25045	26465.6	27093.4	24296.3	23946	21215.9
Q9QUR6	Q9QUR6		Prep		12350.7	11124.3	13619.5	10646.7	9940.33	11712.2	11137.1	11962.1	11838.8		23815	43523.4	29745.9	27346.4	30418.9	11974.6	12468.1	12556	12405.5	12828.9	13025.1	10579.7	10421.5	11049.7	11307.8	9960.22	10562.2	13901.3	13687.4	14571	13222	12640.7	13822.3
Q9QUR7	Q9QUR7		Pin1								1358.07	1306.35	1080.71							1692.13			2145.39	2217	2354.67	1997.58	1646.8	1670.21	1508.25	1434.1	1616.69	1225.4	1249.48	1082.29	2175.37	1806.66	2380.44
Q9QVP9	Q9QVP9		Ptk2b								914.487	362.762								1704.63	1243.79	1696.42	1649.26	1861.66	1537.35	1475.66	1296.43	947.529	1416.18	1606.84	1254.19	1138.15	1237.96	1654.93	1295.95	1569.08	1870.33
Q9QWG7	Q9QWG7		Sult1b1		11943	7855.11	12902.4	11573.2	12025.8	9688.58	10021.7	9955.27	10900.5		21224.1	25071.9	16859.9	17209.7	15511.7	8443.93	8676.33	8029.25	9346.47	8784.98	8914.56	6954.85	6321.67	7121.54	10259.2	13051.5	10620.8	8188.95	8914.77	8987.25	17057.6	13327.4	14369.4
Q9QWK4	Q9QWK4		Cd5l						3158.47	1958.86	1893.04	2034.9	2085.25				3947.72	3561.64	4416.83	3178.48	3816.68	2480.36	3345.57	3887.28	3865.38	3893.07	3394.24	3524.91	2196.12	2424.38	1776.98	2514.19	2191.28	2030.6		2388.58	1830.63
Q9QWR8	Q9QWR8		Naga		20704.6	17834.9	21355.5	16411.4	19280.6	18931.1	19830.5	19302.4	18225.9	79263.1	76284	64210.4	34635.6	36009.9	35260.7	14147.3	14442.1	14896.3	16990.9	16201.7	16287.6	17099.7	15930.5	15660.7	8559.06	7757.38	8566.12	13344.3	12816.5	12534.4	13038.6	12388.6	12231
Q9QWV4	Q9QWV4		Mlf1								3026.39									6400.5	40751.3					1902.38	1426.47	1736.71	22362.2	25438.7	23195.2		12745.3	16208.1			
Q9QWY8	Q9QWY8		Asap1						1825.02				1573.84				3047.17	2686.55			1812.71	2145.54			1716.87	1330.92	2696.33	1371.87	2291.78	1722.94	1866.22	1895.65	1361.23		2498.54	2097.1	2494.74
Q9QX11	Q9QX11		Cyth1		2327.63	1761.89	4112.45	4162.33	3429.59	4300.32	3921.56	3922.69	3137.05							3397.2	3873.01	2724.43	2893.19	2898.55	2524.6	791.033	1196.58	800.179	3319.36	2733.72	3055.59	3098.64	3325.71	3095.3			
Q9QX15	Q9QX15		Clca3a1																									369.865	696.381	561.127		398.883	428.095	464.595	1047.42	873.009	916.767
Q9QX47	Q9QX47		Son		3925.95	3582.93	3992.86	2728.26	3083.45	3849.01	2887.27	2626.4	2531.98							2735.87	3140.76	2718.88	2689.5	2674.91	3254.81	3032.65	2771.24	2196.22	2415.51	3061.69	2817.46	3066.57	2916.06	2956.39	4497.17	2579.04	2936.23
Q9QX60	Q9QX60		Dguok		11310.3	10110.8	10397	10978.4	10626.3	6008.85	4765.87	9152.59	5704.27	14000	11946.6	13104.3	14084.6	14612.2	13553.4	5664.22	5367.12	5474.46	4891.15	5055.1	5640.6	5054.17	5034.33	4785.66	6200.85	5969.94	6544.38	2783.56	3784.18	3276.09	5616.68	4049.64	3855.68
Q9QXA1	Q9QXA1		Cyhr1		2487.57	1809.35				2057.03	2104.29	1564.59								1719.06	1781.26	1873.38	1661.76	1535.8	1769.3				2339.19	2119.86	2022.83	2389.35	2201.18	2108.33		2068.43	
Q9QXA5	Q9QXA5		Lsm4			4224.63	5839.48			4132.84	3926.77	4213.95	3409.54						7685.55		3586.42		1527.26	1873.63		3536.6	4172.6	4342.65	1920.93	2182.29	2310.8	2726.54	3060.55	2767.36	2046.38	2060.92	2062.32
Q9QXB9	Q9QXB9		Drg2		16957.3	13182.8	9364.72	9812.07	11418.2	11053.3	9655.02	9179.42	10548.5	66218.7			21720.6	24849.9	20565	8937.57	8446.56	9822.83	9482.6	9167.81	9947.88	9384.14	10293	9544.39	11230.3	10657.3	10796.1	10250.3	10196.8	10071.7	15678.4	15443.6	12613.2
Q9QXC1	Q9QXC1		Fetub		3948.25	2976.21	3484.1	3679.56	2568.89	3452.27	5519.72	5007.71	4802.83	12836	23453	16204.6	8935.86	9251.88	9378.07	4652.13	4701.69	3895.32	4210.56	6055.7	5002.47	6435.86	6204.42	6109.11	2590.82	2917.22	2696.28	2823.91	3007.78	3089.22		1209.6	1342.46
Q9QXD1	Q9QXD1		Acox2		67903.2	72379.2	63967.5	76672.3	72301.9	72231.6	79317.2	77105.4	75214.3	208315	229123	191516	89559.1	87125	89378.8	74981.1	71004.1	75209	78228	79994.6	75984.6	81972.6	77433	78184.7	81896	78451.8	83271.4	93439.6	85431.7	93219	125434	111626	111761
Q9QXD6	Q9QXD6		Fbp1		214956	234330	222948	211338	218037	221576	231242	238831	242315	286290	215251	179079	92885.8	109562	149519	298000	321005	302532	317000	330387	329220	301751	302289	304596	248691	265383	242775	321365	307000	299556	392377	381331	383310
Q9QXE0	Q9QXE0		Hacl1		98783.5	97072.3	98348.4	103205	106165	98944.2	93556.9	100992	102707	152344	91006.8	74285.8	41866.5	58679	48090.9	122772	125553	129342	131033	131961	133199	114271	111940	118097	158615	162465	150393	123216	140627	135816	168092	159532	152295
Q9QXE2	Q9QXE2		Poll																					918.817	894.606	1530.81	1822.01	1773.51	1811.45	1930.09	1856.35	2510.65	1000.25	1494.31	2935.72	2961.99	2715.56
Q9QXE7	Q9QXE7		Tbl1x						1070.43		471.9	664.97	797.344									584.17		721.671	867.662	785.901	1655.88	990.945	1627.08	2992.76	1520.35	1103.57	1242.82	1185.09	2446.72	1944.43	1398.98
Q9QXF8	Q9QXF8		Gnmt		307859	346192	387386	392599	397107	394678	398536	408561	414040	128007	350497	470553	567879	80990.8	558467	485144	477999	478380	465167	532670	551313	253409	251116	255982	343611	354821	249258	747427	574380	596195	701155	886956	803853
Q9QXG2	Q9QXG2		Chm							3044.92	1632.7	2241.15	2628.18					2133.94		2515.64	1696.5	2398.43	2323.16	2972.06	3295.11	3900.34	2800.2	3302.8	2848.15	2988.06	2736.84	2411.59	2128.16	2430.54	3182.8	3267.98	2550.61
Q9QXG4	Q9QXG4		Acss2		94343.1	100633	99040.7	105483	97667.6	114967	89751	92719.5	85453	339302	364286	330110	102419	107990	100986	86342.2	93352.2	92451.1	79546	77252.3	75276.5	77446.2	75154.5	79025.1	59842.4	66587.6	61837.1	70677.4	58589.6	63036.4	70678.7	74920.5	62550.4
Q9QXK3	Q9QXK3		Copg2		11827.8	10050.7	12705.5	11487.6	8742.91	10452.4	10854.1	10666.3	11543.8	28731.5	43926.1	44765.3	14565.9	17683.2	22376.8	12604.7	12875.3	14705.9	13846.8	13739.2	14641.4	14634.3	13790.2	13382	14703.1	14871.4	12531.2	15472.2	14652.5	14161.8	18938.2	18104.6	19057.9
Q9QXK7	Q9QXK7		Cpsf3		5427.12	3541.71	8641.96	4908.55	4996.97	4835.24	3902.91	4609.17	4630.37						2666.83	4922.39	4918.9	4163.35	5765.92	4685.87	4737.88	2525.18	5009.91	2569.07	6223.27	6117.34	5756.42	5096.4	4109.62	5395.77	4703.27	3297.42	3115.77
Q9QXL2	Q9QXL2		Kif21a		3873.4	3312.85		3544.16	3569.86	2910.02	2840.96	3847.28	3595.18	13898.1					8527.61	4737.61	3265.06	3552.55	3724.95	3794.51	3891.28	2683.97	3285.78	2901.03	4318.89	4385.83	4309.15	3704.85	3472.5	3755.1	7140.73	5193.73	4683.89
Q9QXL8	Q9QXL8		Nme7																					862.405			1084.77	1002.62	1161.76		1075.17	775.646	1050.22	694.383	1181.46	1345.43	1165.72
Q9QXN3	Q9QXN3		Trip4			2528.89					1424.7	1372.39	1429.41							2124.37	1826.85	2224.44	1854.73	1633.5	2035.06	1254.8	1186.52	1545.76	1646.64	2183.2	1932.75	1686.19	1824.49	1896.41	1791.85	1740.47	1619.71
Q9QXS1	Q9QXS1		Plec		32147.5	31251.9	31586.6	26508	28813.4	28129	26245.7	26328.4	26483.7	111469	120224	90634	48665.4	52167.7	48225.5	24931.9	24695	23725.7	23407.6	23484.1	23643.3	23303.6	22654.6	21956.7	23853.4	23629.1	22125.2	21285.8	20590.8	21104	30656.7	27298.3	27481.2
Q9QXS8	Q9QXS8		Cml5		12278.5	11789.1	13381.1	14911.8	14406.3	16101.7	23220.7	22057.3	22992.8							17258.1	17731.5	18146.9	8860.29	9398.02	9621.83	9610.35	8369.32	9317.08	2765.04	5788.63	4689.3	1379.64	1679.15	1818.9			
Q9QXT0	Q9QXT0		Cnpy2		20426.1	15483.5	20827.2	18626.7	19146.9	22708.5	18887.3	19716.2	20629.2	84092.2	73820.2	82308.9	50675.1	53196	50536.6	17974.2	16651	17509.3	19561.9	19404.7	19590.6	15642.4	15402.5	14555.9	16422.2	19986.3	16355.4	22813.4	17709.2	22909.6	34966.2	28546.3	29037.6
Q9QXX4	Q9QXX4		Slc25a13		173994	176101	167847	180136	188595	171501	167160	173826	165603	384704	662365	606888	96873.6	97569.7	167620	177309	174006	174039	165182	172064	186677	139272	151194	154092	137533	142830	152092	121677	138779	170678	167959	193924	208466
Q9QXY1	Q9QXY1		Tjp3		5837.26	5355.93	8282.94	4841.58	5270	5075.82	5250.28	5288.33	4992.74	22212.7	18244.7	12914.6	8746.07	8711.07	9026.18	5656.53	6569.95	5717.74	5721.91	6032.6	6162.04	6693.37	5781.35	5724.3	6388.27	7063.28	5910.66	6227.52	6210.06	6857.94	6384.37	5337.54	5962.34
Q9QXY6	Q9QXY6		Ehd3		15649.4	18195.5	17631.1	17431	14955	19485.3	18114.9	16558.1	18210	41065.1	57464.8	50443.2	34062.1	35981.9	32236	21587.3	22226.8	22218.4	21228.3	21955.1	21762.5	18859.4	19337.9	18449.7	20198.9	21411.7	19413.6	19044.9	18720.2	19127.1	27285.5	24601.3	24911.9
Q9QXY9	Q9QXY9		Pex3		13407.4	15358	13566.3	16324.7	12287.5	12251.1	9055.74	11631.9	10384.4	26121	41563.8	33973.9	25452.2	22327.1	26779.6	10020.4	11551.2	10141.5	7915.88	8242.37	10415.3	4965.85	5431.65	4844.32	4981.26	7248.13	6116.55	6943.56	7013.58	11468.3	14008.3	12937.9	8633.11
Q9QXZ0	Q9QXZ0		Macf1		11852.4	14295.2	12601.6	10718.1	11306.2	10394.5	9917.3	11415.2	10842.5		39629.4	32648.6	21553.9	20135.6	18210.5	10457.1	11027.9	9834.41	10017.2	10005.5	9790.47	9676.33	10137.1	10244.1	13030.9	12631.6	13082.8	12831.1	12819.8	13841	21411.9	17377.3	17603.1
Q9QXZ6	Q9QXZ6		Slco1a1		35402	18324.1	21348.1	24213.3	21897.9	19881.2	22206.1	21003.5	21926	123133	135922	103057	59606	61072.2	59279.9	28567.9	27497.1	29143.1	24521.4	25091.2	25707.8	18835.4	19148.2	20135.6	24181.8	24628.7	26673.4	35408	38377.2	35409.4	39344.4	31339.8	29657.2
Q9QY06	Q9QY06		Myo9b				2983.39	1754.28	2744.22	3084.45	2080.27	2479.35	2386.82							2725.32	2808.73	2312.93				2947.69							597.626	816.97			1424.5
Q9QY24	Q9QY24		Zbp1							2072.61	1626.24	1795.35	2037.75							2087.95	2602.21	2445.9	2079	1853.73	2135.67	1716.81	1268.74	1662.6	1260.03	1120.36	1015.43	1766.33	1531.18	2094.16	2623.55	2077.47	2399.1
Q9QY30	Q9QY30		Abcb11		58161	63585.4	62885.5	61155.1	61782.9	59287.9	52716.8	51818.1	53087.8	261587	218041	218177	102711	94585.5	94770.5	63425.1	61775.6	59607.8	57602.4	54225.9	52817.6	50377.9	52903.5	43817.3	53558.6	51623.8	49195.5	67845.9	68275.4	68030.1	113714	94022.8	93290.9
Q9QY36	Q9QY36		Naa10		9023.41	12032.6	9566.53	8898.4	9264.39	7889.68	10001.9	9802.27	9441.32							12750.5	11068.7	11019.5	8813.12	7027.04	8221.78	4913.86	4970.41	4561.94	2017.85	3912.73	2660.18	3518.4	3484.36	3786.12	6474.75	2828.04	2474.7
Q9QY73	Q9QY73		Tmem59																				679.277	986.958	902.286	1149.91	1264.82	610.674	2032.58	1740.31	1511.77	1370.06	1353.18	1422.11	1586.26	1257.4	1473.16
Q9QY76	Q9QY76		Vapb		10708.1	10366.1	8706.9	6926.17	8661.19	9993.84	10911.2	10933.3	9859.51					19743	12313.3	10637.2	10109.2	10205.6	10361.4	10740.4	13407	15365.6	13991.3	14373.8	20707	19676.9	19165.6	17866.6	17596.2	17918.4	21887.5	17262.1	17697.7
Q9QY81	Q9QY81		Nup210		3458.7		4218.98	2900.74	4447.15	4876.63	3601.55	4023.62	3531.08				8628.64	7333.71	7662.5	4322.33	4710.64	5054	4981.54	4610.32	4680.24	4984.12	4874.7	5356.15	3328.65	2874.42	3695.11	3305.75	3613.55	3800.2	5050.75	3740.08	3936.59
