Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	InGel_1500um_1 Spectral Count	InGel_1500um_2 Spectral Count	InGel_1500um_3 Spectral Count	InGel_1mm_1 Spectral Count	InGel_1mm_2 Spectral Count	InGel_1mm_3 Spectral Count	InGel_2mm_1 Spectral Count	InGel_2mm_2 Spectral Count	InGel_2mm_3 Spectral Count	InGel_3mm_1 Spectral Count	InGel_3mm_2 Spectral Count	InGel_3mm_3 Spectral Count	InTip_1500um_1 Spectral Count	InTip_1500um_2 Spectral Count	InTip_1500um_3 Spectral Count	InTip_1mm_1 Spectral Count	InTip_1mm_2 Spectral Count	InTip_1mm_3 Spectral Count	InTip_2mm_1 Spectral Count	InTip_2mm_2 Spectral Count	InTip_2mm_3 Spectral Count	InTip_350um_1 Spectral Count	InTip_350um_2 Spectral Count	InTip_350um_3 Spectral Count	InTip_3mm_1 Spectral Count	InTip_3mm_2 Spectral Count	InTip_3mm_3 Spectral Count	InTip_500um_1 Spectral Count	InTip_500um_2 Spectral Count	InTip_500um_3 Spectral Count	InTip_750um_1 Spectral Count	InTip_750um_2 Spectral Count	InTip_750um_3 Spectral Count	InGel_1500um_1 Unique Spectral Count	InGel_1500um_2 Unique Spectral Count	InGel_1500um_3 Unique Spectral Count	InGel_1mm_1 Unique Spectral Count	InGel_1mm_2 Unique Spectral Count	InGel_1mm_3 Unique Spectral Count	InGel_2mm_1 Unique Spectral Count	InGel_2mm_2 Unique Spectral Count	InGel_2mm_3 Unique Spectral Count	InGel_3mm_1 Unique Spectral Count	InGel_3mm_2 Unique Spectral Count	InGel_3mm_3 Unique Spectral Count	InTip_1500um_1 Unique Spectral Count	InTip_1500um_2 Unique Spectral Count	InTip_1500um_3 Unique Spectral Count	InTip_1mm_1 Unique Spectral Count	InTip_1mm_2 Unique Spectral Count	InTip_1mm_3 Unique Spectral Count	InTip_2mm_1 Unique Spectral Count	InTip_2mm_2 Unique Spectral Count	InTip_2mm_3 Unique Spectral Count	InTip_350um_1 Unique Spectral Count	InTip_350um_2 Unique Spectral Count	InTip_350um_3 Unique Spectral Count	InTip_3mm_1 Unique Spectral Count	InTip_3mm_2 Unique Spectral Count	InTip_3mm_3 Unique Spectral Count	InTip_500um_1 Unique Spectral Count	InTip_500um_2 Unique Spectral Count	InTip_500um_3 Unique Spectral Count	InTip_750um_1 Unique Spectral Count	InTip_750um_2 Unique Spectral Count	InTip_750um_3 Unique Spectral Count	InGel_1500um_1 Total Spectral Count	InGel_1500um_2 Total Spectral Count	InGel_1500um_3 Total Spectral Count	InGel_1mm_1 Total Spectral Count	InGel_1mm_2 Total Spectral Count	InGel_1mm_3 Total Spectral Count	InGel_2mm_1 Total Spectral Count	InGel_2mm_2 Total Spectral Count	InGel_2mm_3 Total Spectral Count	InGel_3mm_1 Total Spectral Count	InGel_3mm_2 Total Spectral Count	InGel_3mm_3 Total Spectral Count	InTip_1500um_1 Total Spectral Count	InTip_1500um_2 Total Spectral Count	InTip_1500um_3 Total Spectral Count	InTip_1mm_1 Total Spectral Count	InTip_1mm_2 Total Spectral Count	InTip_1mm_3 Total Spectral Count	InTip_2mm_1 Total Spectral Count	InTip_2mm_2 Total Spectral Count	InTip_2mm_3 Total Spectral Count	InTip_350um_1 Total Spectral Count	InTip_350um_2 Total Spectral Count	InTip_350um_3 Total Spectral Count	InTip_3mm_1 Total Spectral Count	InTip_3mm_2 Total Spectral Count	InTip_3mm_3 Total Spectral Count	InTip_500um_1 Total Spectral Count	InTip_500um_2 Total Spectral Count	InTip_500um_3 Total Spectral Count	InTip_750um_1 Total Spectral Count	InTip_750um_2 Total Spectral Count	InTip_750um_3 Total Spectral Count	InGel_1500um_1 Intensity	InGel_1500um_2 Intensity	InGel_1500um_3 Intensity	InGel_1mm_1 Intensity	InGel_1mm_2 Intensity	InGel_1mm_3 Intensity	InGel_2mm_1 Intensity	InGel_2mm_2 Intensity	InGel_2mm_3 Intensity	InGel_3mm_1 Intensity	InGel_3mm_2 Intensity	InGel_3mm_3 Intensity	InTip_1500um_1 Intensity	InTip_1500um_2 Intensity	InTip_1500um_3 Intensity	InTip_1mm_1 Intensity	InTip_1mm_2 Intensity	InTip_1mm_3 Intensity	InTip_2mm_1 Intensity	InTip_2mm_2 Intensity	InTip_2mm_3 Intensity	InTip_350um_1 Intensity	InTip_350um_2 Intensity	InTip_350um_3 Intensity	InTip_3mm_1 Intensity	InTip_3mm_2 Intensity	InTip_3mm_3 Intensity	InTip_500um_1 Intensity	InTip_500um_2 Intensity	InTip_500um_3 Intensity	InTip_750um_1 Intensity	InTip_750um_2 Intensity	InTip_750um_3 Intensity	InGel_1500um_1 MaxLFQ Intensity	InGel_1500um_2 MaxLFQ Intensity	InGel_1500um_3 MaxLFQ Intensity	InGel_1mm_1 MaxLFQ Intensity	InGel_1mm_2 MaxLFQ Intensity	InGel_1mm_3 MaxLFQ Intensity	InGel_2mm_1 MaxLFQ Intensity	InGel_2mm_2 MaxLFQ Intensity	InGel_2mm_3 MaxLFQ Intensity	InGel_3mm_1 MaxLFQ Intensity	InGel_3mm_2 MaxLFQ Intensity	InGel_3mm_3 MaxLFQ Intensity	InTip_1500um_1 MaxLFQ Intensity	InTip_1500um_2 MaxLFQ Intensity	InTip_1500um_3 MaxLFQ Intensity	InTip_1mm_1 MaxLFQ Intensity	InTip_1mm_2 MaxLFQ Intensity	InTip_1mm_3 MaxLFQ Intensity	InTip_2mm_1 MaxLFQ Intensity	InTip_2mm_2 MaxLFQ Intensity	InTip_2mm_3 MaxLFQ Intensity	InTip_350um_1 MaxLFQ Intensity	InTip_350um_2 MaxLFQ Intensity	InTip_350um_3 MaxLFQ Intensity	InTip_3mm_1 MaxLFQ Intensity	InTip_3mm_2 MaxLFQ Intensity	InTip_3mm_3 MaxLFQ Intensity	InTip_500um_1 MaxLFQ Intensity	InTip_500um_2 MaxLFQ Intensity	InTip_500um_3 MaxLFQ Intensity	InTip_750um_1 MaxLFQ Intensity	InTip_750um_2 MaxLFQ Intensity	InTip_750um_3 MaxLFQ Intensity	Indistinguishable Proteins
CON_IPI00112947.1|SWISS-PROT:P19001	CON_IPI00112947.1|SWISS-PROT:P19001 Tax_Id=10090 Gene_Symbol=Krt19 Keratin, type I cytoskeletal 19	CON_IPI00112947.1|SWISS-PROT:P19001 Tax_Id=10090 Gene_Symbol=Krt19 Keratin, type I cytoskeletal 19		403			Tax_Id=10090	0.9978	0.999	19	1	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P19001|K1C19_MOUSE
CON_IPI00139301.3|SWISS-PROT:Q922U2	CON_IPI00139301.3|SWISS-PROT:Q922U2 Tax_Id=10090 Gene_Symbol=Krt5 Keratin, type II cytoskeletal 5	CON_IPI00139301.3|SWISS-PROT:Q922U2 Tax_Id=10090 Gene_Symbol=Krt5 Keratin, type II cytoskeletal 5		580			Tax_Id=10090	1.0	0.999	51	2	0	441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	205	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2666246.5	0.0	494497.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q922U2|K2C5_MOUSE
CON_IPI00217963.3|SWISS-PROT:P08779	CON_IPI00217963.3|SWISS-PROT:P08779 Tax_Id=9606 Gene_Symbol=KRT16 Keratin, type I cytoskeletal 16	CON_IPI00217963.3|SWISS-PROT:P08779 Tax_Id=9606 Gene_Symbol=KRT16 Keratin, type I cytoskeletal 16		473			Tax_Id=9606	1.0	0.999	57	491	380	1585	2	2	4	0	2	3	0	0	1	2	2	3	17	22	15	20	23	19	12	17	15	12	11	5	42	36	38	52	50	60	0	2	2	2	2	4	0	2	3	0	0	1	2	2	3	12	15	12	18	21	18	11	14	11	10	10	5	31	26	24	39	37	41	0	2	2	13	13	17	0	15	22	0	0	15	7	14	15	59	63	56	65	70	67	38	50	54	79	73	57	59	57	62	150	147	175	0	34	39	71458.28	71949.91	108349.164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	272214.88	372717.44	338269.38	617265.7	618618.06	438522.3	250458.2	317300.7	270012.84	1032503.25	889463.7	1045409.6	664252.0	662310.0	664403.8	2935440.2	2861423.5	3036709.5	0.0	81034.6	77045.79	0.0	0.0	0.0	0.0	0.0	453692.97	0.0	0.0	0.0	0.0	0.0	0.0	196509.83	181775.08	183506.84	324664.44	325331.56	307475.0	157800.73	171970.5	160744.86	546938.5	573784.06	565160.3	360387.22	361512.03	364726.75	1491102.5	1448141.0	1495575.9	0.0	0.0	0.0	
CON_IPI00220327.3|SWISS-PROT:P04264	CON_IPI00220327.3|SWISS-PROT:P04264 Tax_Id=9606 Gene_Symbol=KRT1 Keratin, type II cytoskeletal 1	CON_IPI00220327.3|SWISS-PROT:P04264 Tax_Id=9606 Gene_Symbol=KRT1 Keratin, type II cytoskeletal 1		644			Tax_Id=9606	1.0	0.999	195	8502	4997	8502	44	44	57	71	73	81	76	87	75	90	95	84	370	385	370	371	377	333	367	365	381	276	290	276	171	185	172	740	746	765	273	204	208	19	19	31	42	43	49	27	34	27	44	38	39	260	272	252	217	221	197	234	226	230	139	151	145	90	106	99	437	439	455	179	121	115	44	44	57	71	73	81	76	87	75	90	95	84	370	385	370	371	377	333	367	365	381	276	290	276	171	185	172	740	746	765	273	204	208	2472112.0	2697331.8	3296592.2	633517.9	881587.75	1314749.0	3162289.5	3256589.8	2643139.8	2687594.8	2718793.5	2720974.5	1.1142676E7	1.1702688E7	1.171901E7	2.0259766E7	2.019357E7	2.1314634E7	1.331106E7	1.3031052E7	1.3289324E7	1.12838712E8	1.11599288E8	1.12326952E8	5901464.5	6102338.5	6106372.5	1.94131296E8	1.84105136E8	2.0211184E8	1.942696E7	1.9393656E7	1.9409004E7	2774322.2	2716135.2	2985286.0	4241499.0	3703516.0	3237821.0	1958746.1	1917202.0	1928415.0	2012952.5	1835315.0	2122300.8	8204674.5	8342777.0	8315798.0	1.3470648E7	1.3828585E7	1.368347E7	9547110.0	9016117.0	9106952.0	5.4304752E7	5.3907012E7	5.4523936E7	4439733.0	4333396.0	4305524.0	1.3394276E8	1.37193312E8	1.37175072E8	1.1188637E7	1.1269244E7	1.1672099E7	
CON_IPI00293665.7|SWISS-PROT:P04259	CON_IPI00293665.7|SWISS-PROT:P04259 Tax_Id=9606 Gene_Symbol=KRT6B Keratin, type II cytoskeletal 6B	CON_IPI00293665.7|SWISS-PROT:P04259 Tax_Id=9606 Gene_Symbol=KRT6B Keratin, type II cytoskeletal 6B		564			Tax_Id=9606	1.0	0.999	64	47	24	1210	0	0	0	5	2	2	0	0	0	0	0	0	3	3	3	3	3	3	0	0	0	0	0	0	2	2	2	4	7	3	0	0	0	0	0	0	5	2	2	0	0	0	0	0	0	0	0	1	1	2	2	0	0	0	0	0	0	2	2	2	1	1	1	0	0	0	0	0	0	23	22	25	0	0	0	0	0	0	76	71	83	77	79	77	0	0	0	0	0	0	67	67	63	155	180	145	0	0	0	0.0	0.0	0.0	567588.0	490083.75	653055.44	0.0	0.0	0.0	0.0	0.0	0.0	57122.105	61250.965	97596.96	333543.44	338510.47	384646.3	0.0	0.0	0.0	0.0	0.0	0.0	125883.65	205888.45	194865.73	1366161.8	1389149.8	1364377.9	0.0	0.0	0.0	0.0	0.0	0.0	1047957.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62027.504	220030.14	220792.03	252042.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	746877.94	743649.94	755167.56	0.0	0.0	0.0	
CON_IPI00300725.7|SWISS-PROT:P02538	CON_IPI00300725.7|SWISS-PROT:P02538 Tax_Id=9606 Gene_Symbol=KRT6A Keratin, type II cytoskeletal 6A	CON_IPI00300725.7|SWISS-PROT:P02538 Tax_Id=9606 Gene_Symbol=KRT6A Keratin, type II cytoskeletal 6A		564			Tax_Id=9606	1.0	0.999	65	436	28	1785	0	0	0	14	12	16	0	0	0	0	0	0	20	18	23	17	24	20	10	15	15	13	13	9	11	13	12	42	62	46	4	4	3	0	0	0	1	2	1	0	0	0	0	0	0	2	3	1	1	1	1	0	0	0	0	1	0	0	0	0	5	5	4	0	0	0	0	0	0	23	23	29	0	0	0	0	0	0	78	74	80	77	79	77	70	71	81	66	61	69	66	66	63	158	182	150	49	47	46	0.0	0.0	0.0	0.0	0.0	84859.445	0.0	0.0	0.0	0.0	0.0	0.0	329642.62	338203.72	232322.88	892304.6	923510.2	949842.56	200180.58	202545.66	197796.92	1094843.5	1166815.9	964950.75	387615.66	254118.08	292857.0	4788722.0	4825246.0	4956076.0	0.0	88983.07	153856.47	0.0	0.0	0.0	512722.22	492307.75	265013.06	0.0	0.0	0.0	0.0	0.0	0.0	204235.39	214254.94	206582.19	518199.75	548675.44	542035.0	123305.336	127398.29	119477.27	622334.56	634855.94	551445.44	191552.2	183510.22	162918.11	1955543.8	1994434.8	1979067.8	0.0	117577.195	125261.32	
CON_IPI00304458.2|SWISS-PROT:Q9C075	CON_IPI00304458.2|SWISS-PROT:Q9C075 Tax_Id=9606 Gene_Symbol=KRT23 Keratin, type I cytoskeletal 23	CON_IPI00304458.2|SWISS-PROT:Q9C075 Tax_Id=9606 Gene_Symbol=KRT23 Keratin, type I cytoskeletal 23		422			Tax_Id=9606	1.0	0.999	12	38	33	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	2	0	0	0	12	7	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	2	0	0	0	11	7	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	2	0	0	0	14	7	13	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100890.055	0.0	0.0	0.0	0.0	0.0	563714.56	533006.56	510694.5	0.0	0.0	0.0	1361751.5	0.0	1616997.9	0.0	0.0	107121.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	827994.2	928846.06	841062.75	0.0	0.0	0.0	
CON_IPI00306959.10|SWISS-PROT:P08729	CON_IPI00306959.10|SWISS-PROT:P08729 Tax_Id=9606 Gene_Symbol=KRT7 Keratin, type II cytoskeletal 7	CON_IPI00306959.10|SWISS-PROT:P08729 Tax_Id=9606 Gene_Symbol=KRT7 Keratin, type II cytoskeletal 7		469			Tax_Id=9606	0.9978	0.999	18	16	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	2	2	0	0	1	0	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	31	27	0	0	0	0	21	16	0	0	37	0	41	43	41	0	21	21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	501994.28	633414.7	660443.06	0.0	0.0	0.0	0.0	5991436.0	6033417.0	0.0	0.0	105581.28	0.0	1.4999753E7	1.6452578E7	1.5343827E7	0.0	616741.56	592013.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CON_IPI00847342.1|TREMBL:Q3KNV1;Q96GE1
CON_IPI00311493.5|SWISS-PROT:P05784	CON_IPI00311493.5|SWISS-PROT:P05784 Tax_Id=10090 Gene_Symbol=Krt18 Keratin, type I cytoskeletal 18	CON_IPI00311493.5|SWISS-PROT:P05784 Tax_Id=10090 Gene_Symbol=Krt18 Keratin, type I cytoskeletal 18		423			Tax_Id=10090	1.0	0.999	76	3255	0	3567	33	29	35	20	23	25	89	99	100	98	103	111	168	181	168	121	126	124	151	161	167	65	58	50	134	134	128	74	73	75	107	110	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	34	39	27	28	30	91	108	104	99	109	118	174	188	170	130	134	132	163	173	184	82	75	62	141	145	138	92	96	102	118	120	122	4386734.5	4322078.0	4486019.0	2734250.8	2839295.5	2225952.0	6212605.5	5423816.0	5374573.0	3418985.5	3364179.0	3384443.0	6054427.0	6047111.0	6267040.0	6415490.5	6516258.0	6823624.5	4518622.0	4575133.0	4223079.5	7038351.5	7606209.0	6884665.0	1732024.0	1993374.0	2064053.0	6520796.0	6223815.5	6071043.0	6327765.0	6405125.0	6448652.0	2748439.2	2273552.5	2800640.2	2722262.8	2533311.8	2646190.8	2451126.5	2409996.0	2410852.5	2193363.0	1956932.4	1965212.9	2589731.8	2625017.8	2614692.5	2679185.0	2640723.8	2910334.8	2186058.2	2240681.0	2102213.5	2970346.2	3103100.8	3035325.5	2079971.0	1829469.2	1830598.6	2861575.0	2763694.2	2690280.8	2752747.2	2740637.8	2850402.2	sp|P05784|K1C18_MOUSE
CON_IPI00329306.3|SWISS-PROT:Q7RTS7	CON_IPI00329306.3|SWISS-PROT:Q7RTS7 Tax_Id=9606 Gene_Symbol=KRT74 Keratin, type II cytoskeletal 74	CON_IPI00329306.3|SWISS-PROT:Q7RTS7 Tax_Id=9606 Gene_Symbol=KRT74 Keratin, type II cytoskeletal 74		529			Tax_Id=9606	0.992	0.9964	13	2	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
CON_IPI00376379.3|SWISS-PROT:Q7Z794	CON_IPI00376379.3|SWISS-PROT:Q7Z794 Tax_Id=9606 Gene_Symbol=KRT77 Keratin 77	CON_IPI00376379.3|SWISS-PROT:Q7Z794 Tax_Id=9606 Gene_Symbol=KRT77 Keratin 77		578			Tax_Id=9606	1.0	0.999	39	98	87	724	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	4	1	0	1	0	1	1	1	0	0	23	32	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	3	1	0	1	0	1	1	0	0	0	21	28	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	32	39	41	45	32	0	41	0	35	38	29	0	0	117	132	112	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	122389.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	669320.25	634616.8	694772.94	0.0	0.0	0.0	
CON_IPI00384444.5|SWISS-PROT:P02533	CON_IPI00384444.5|SWISS-PROT:P02533 Tax_Id=9606 Gene_Symbol=KRT14 Keratin, type I cytoskeletal 14	CON_IPI00384444.5|SWISS-PROT:P02533 Tax_Id=9606 Gene_Symbol=KRT14 Keratin, type I cytoskeletal 14		472			Tax_Id=9606	1.0	0.999	70	1343	135	2119	2	3	5	7	5	9	8	6	11	4	7	6	61	56	66	48	45	35	46	45	48	63	58	59	31	26	32	138	160	170	25	28	30	1	1	1	1	2	1	1	1	1	1	1	1	8	12	11	8	5	4	8	6	7	5	4	3	5	3	3	7	9	6	2	2	4	13	14	16	25	17	25	21	25	22	8	17	17	91	84	95	78	74	70	63	66	74	106	94	86	42	41	46	193	209	234	46	51	56	428962.25	453028.62	605051.6	266902.03	379656.5	207934.81	331724.47	301120.25	312246.06	150633.67	156452.28	221016.52	1494373.1	1518761.6	1568001.0	2950347.0	2725077.5	2828936.0	1195110.2	1257782.4	1233096.5	1.353122E7	1.3645583E7	1.387858E7	872258.3	920387.8	920784.5	2.8541722E7	2.948028E7	3.3128486E7	1988647.8	1983814.5	2000201.4	237777.5	254725.42	279269.0	149788.02	214081.39	232766.8	136278.81	128359.125	133227.39	90673.055	96082.67	96529.9	630059.44	625332.9	657899.3	1144411.2	1114799.5	1124629.1	515024.44	527415.8	516161.22	5206731.5	5315764.5	5359915.0	378378.16	373229.44	381103.28	1.0470513E7	1.056759E7	1.1136373E7	757694.5	745363.94	754529.2	
CON_IPI00450768.7|SWISS-PROT:Q04695	CON_IPI00450768.7|SWISS-PROT:Q04695 Tax_Id=9606 Gene_Symbol=KRT17 Keratin, type I cytoskeletal 17	CON_IPI00450768.7|SWISS-PROT:Q04695 Tax_Id=9606 Gene_Symbol=KRT17 Keratin, type I cytoskeletal 17		432			Tax_Id=9606	1.0	0.999	44	64	7	729	0	0	1	0	0	0	0	0	0	1	0	0	3	1	1	0	0	1	4	3	2	4	2	2	2	5	2	14	6	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	0	0	0	0	0	7	0	0	0	0	0	0	6	0	0	35	29	35	0	0	33	27	28	30	50	44	40	18	25	24	93	93	112	0	0	0	0.0	0.0	56068.977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60263.75	57519.734	69241.51	0.0	0.0	75531.36	120068.71	85093.33	146157.23	479503.25	283088.22	248263.17	52258.94	108275.25	0.0	870713.8	836682.75	970328.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88651.34	101838.875	95641.23	325797.38	0.0	0.0	86363.87	93468.76	0.0	443104.03	408437.2	430918.3	0.0	0.0	0.0	
CON_IPI00454602.3|TREMBL:A3EZ82;Q32W66	CON_IPI00454602.3|TREMBL:A3EZ82;Q32W66 Tax_Id=9606 Gene_Symbol=DMKN Dermokine	CON_IPI00454602.3|TREMBL:A3EZ82;Q32W66 Tax_Id=9606 Gene_Symbol=DMKN Dermokine		476			Tax_Id=9606	0.9397	0.999	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	151900.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
CON_IPI00462140.1|SWISS-PROT:Q6IFZ6	CON_IPI00462140.1|SWISS-PROT:Q6IFZ6 Tax_Id=10090 Gene_Symbol=Krt77 Keratin, type II cytoskeletal 1b	CON_IPI00462140.1|SWISS-PROT:Q6IFZ6 Tax_Id=10090 Gene_Symbol=Krt77 Keratin, type II cytoskeletal 1b		572			Tax_Id=10090	0.9999	0.999	30	199	0	1510	1	0	2	0	0	0	6	7	7	10	9	8	10	8	10	10	8	9	9	9	8	3	5	1	8	10	9	7	6	6	4	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	13	0	0	0	35	33	33	36	39	29	56	51	58	63	60	63	53	53	66	45	46	49	59	53	47	117	122	105	38	36	42	79844.945	0.0	117906.56	0.0	0.0	0.0	509807.06	489897.12	550114.75	491015.62	456490.66	483779.22	467055.94	444897.38	491053.84	373773.8	341751.44	410859.78	532555.3	374972.3	385371.25	403847.0	381354.1	142406.75	423084.06	401705.8	417067.2	304739.28	289356.75	313198.72	277363.2	366982.3	364569.7	0.0	0.0	0.0	0.0	0.0	0.0	341108.2	327675.34	362255.16	328537.34	304757.88	323585.16	291907.6	281528.9	303232.7	234796.19	230214.94	274744.22	341690.22	258721.95	267493.47	267823.47	251903.69	0.0	269245.72	262814.97	259960.5	213881.53	205949.78	220358.23	172447.73	211318.67	213986.36	sp|Q6IFZ6|K2C1B_MOUSE
