Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	InGel_1_1 Spectral Count	InGel_1_2 Spectral Count	InGel_1_3 Spectral Count	InGel_1_4 Spectral Count	InGel_1_5 Spectral Count	InGel_1_6 Spectral Count	InGel_2_1 Spectral Count	InGel_2_2 Spectral Count	InGel_2_3 Spectral Count	InGel_2_4 Spectral Count	InGel_2_5 Spectral Count	InGel_2_6 Spectral Count	InTip_1_1 Spectral Count	InTip_1_2 Spectral Count	InTip_1_3 Spectral Count	InTip_1_4 Spectral Count	InTip_1_5 Spectral Count	InTip_1_6 Spectral Count	InTip_2_1 Spectral Count	InTip_2_2 Spectral Count	InTip_2_3 Spectral Count	InTip_2_4 Spectral Count	InTip_2_5 Spectral Count	InTip_2_6 Spectral Count	InGel_1_1 Unique Spectral Count	InGel_1_2 Unique Spectral Count	InGel_1_3 Unique Spectral Count	InGel_1_4 Unique Spectral Count	InGel_1_5 Unique Spectral Count	InGel_1_6 Unique Spectral Count	InGel_2_1 Unique Spectral Count	InGel_2_2 Unique Spectral Count	InGel_2_3 Unique Spectral Count	InGel_2_4 Unique Spectral Count	InGel_2_5 Unique Spectral Count	InGel_2_6 Unique Spectral Count	InTip_1_1 Unique Spectral Count	InTip_1_2 Unique Spectral Count	InTip_1_3 Unique Spectral Count	InTip_1_4 Unique Spectral Count	InTip_1_5 Unique Spectral Count	InTip_1_6 Unique Spectral Count	InTip_2_1 Unique Spectral Count	InTip_2_2 Unique Spectral Count	InTip_2_3 Unique Spectral Count	InTip_2_4 Unique Spectral Count	InTip_2_5 Unique Spectral Count	InTip_2_6 Unique Spectral Count	InGel_1_1 Total Spectral Count	InGel_1_2 Total Spectral Count	InGel_1_3 Total Spectral Count	InGel_1_4 Total Spectral Count	InGel_1_5 Total Spectral Count	InGel_1_6 Total Spectral Count	InGel_2_1 Total Spectral Count	InGel_2_2 Total Spectral Count	InGel_2_3 Total Spectral Count	InGel_2_4 Total Spectral Count	InGel_2_5 Total Spectral Count	InGel_2_6 Total Spectral Count	InTip_1_1 Total Spectral Count	InTip_1_2 Total Spectral Count	InTip_1_3 Total Spectral Count	InTip_1_4 Total Spectral Count	InTip_1_5 Total Spectral Count	InTip_1_6 Total Spectral Count	InTip_2_1 Total Spectral Count	InTip_2_2 Total Spectral Count	InTip_2_3 Total Spectral Count	InTip_2_4 Total Spectral Count	InTip_2_5 Total Spectral Count	InTip_2_6 Total Spectral Count	InGel_1_1 Intensity	InGel_1_2 Intensity	InGel_1_3 Intensity	InGel_1_4 Intensity	InGel_1_5 Intensity	InGel_1_6 Intensity	InGel_2_1 Intensity	InGel_2_2 Intensity	InGel_2_3 Intensity	InGel_2_4 Intensity	InGel_2_5 Intensity	InGel_2_6 Intensity	InTip_1_1 Intensity	InTip_1_2 Intensity	InTip_1_3 Intensity	InTip_1_4 Intensity	InTip_1_5 Intensity	InTip_1_6 Intensity	InTip_2_1 Intensity	InTip_2_2 Intensity	InTip_2_3 Intensity	InTip_2_4 Intensity	InTip_2_5 Intensity	InTip_2_6 Intensity	InGel_1_1 MaxLFQ Intensity	InGel_1_2 MaxLFQ Intensity	InGel_1_3 MaxLFQ Intensity	InGel_1_4 MaxLFQ Intensity	InGel_1_5 MaxLFQ Intensity	InGel_1_6 MaxLFQ Intensity	InGel_2_1 MaxLFQ Intensity	InGel_2_2 MaxLFQ Intensity	InGel_2_3 MaxLFQ Intensity	InGel_2_4 MaxLFQ Intensity	InGel_2_5 MaxLFQ Intensity	InGel_2_6 MaxLFQ Intensity	InTip_1_1 MaxLFQ Intensity	InTip_1_2 MaxLFQ Intensity	InTip_1_3 MaxLFQ Intensity	InTip_1_4 MaxLFQ Intensity	InTip_1_5 MaxLFQ Intensity	InTip_1_6 MaxLFQ Intensity	InTip_2_1 MaxLFQ Intensity	InTip_2_2 MaxLFQ Intensity	InTip_2_3 MaxLFQ Intensity	InTip_2_4 MaxLFQ Intensity	InTip_2_5 MaxLFQ Intensity	InTip_2_6 MaxLFQ Intensity	Indistinguishable Proteins
CON_IPI00220327.3|SWISS-PROT:P04264	CON_IPI00220327.3|SWISS-PROT:P04264 Tax_Id=9606 Gene_Symbol=KRT1 Keratin, type II cytoskeletal 1	CON_IPI00220327.3|SWISS-PROT:P04264 Tax_Id=9606 Gene_Symbol=KRT1 Keratin, type II cytoskeletal 1		644			Tax_Id=9606	1.0	0.999	161	3290	2365	3765	21	20	3	28	26	1	100	27	46	99	80	29	392	285	130	279	236	193	145	118	244	50	91	647	5	5	0	8	13	0	65	14	25	55	46	16	278	196	81	202	166	124	107	85	195	38	62	579	38	34	11	46	35	9	123	42	65	120	97	45	435	331	150	313	258	216	164	134	259	63	110	667	1119783.2	822367.25	41675.035	1008150.2	1267982.2	25905.12	6268542.0	789931.9	3074679.0	5521118.5	3294500.0	1133199.6	1.8793354E7	1.3580174E7	5555248.0	9048234.0	1.12853E7	6812228.5	3822403.5	3724592.5	5606152.0	816817.4	2114982.2	8929947.0	871978.1	522179.0	0.0	677103.3	891034.8	0.0	3039083.2	472905.25	1355228.0	2130422.0	1774846.5	611106.6	1.2872881E7	7629464.0	2427804.8	5730995.0	6789147.5	4209102.0	2333341.0	2098409.8	3833046.5	575728.56	1086558.6	6367544.5	
CON_IPI00241841.9|SWISS-PROT:Q5XKE5	CON_IPI00241841.9|SWISS-PROT:Q5XKE5 Tax_Id=9606 Gene_Symbol=KRT79 Keratin, type II cytoskeletal 79	CON_IPI00241841.9|SWISS-PROT:Q5XKE5 Tax_Id=9606 Gene_Symbol=KRT79 Keratin, type II cytoskeletal 79		535			Tax_Id=9606	1.0	0.999	34	204	40	572	9	6	5	10	9	9	7	3	6	4	6	7	9	7	8	6	8	10	4	8	45	9	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	15	13	8	22	16	12	23	11	15	17	16	15	39	38	27	27	22	26	33	24	69	19	25	40	419203.72	503104.66	443812.16	532212.56	568576.1	678255.44	273130.06	221330.72	239299.16	222256.62	231389.69	204904.03	383843.06	342279.94	362591.3	309135.2	519386.3	435752.75	192695.75	245991.88	165462.27	338681.2	239165.19	202375.03	265245.78	321091.44	281580.1	334138.8	356398.53	428846.25	173992.61	134385.0	150265.12	132483.05	145488.66	125604.01	243039.39	218509.58	231529.97	194824.72	331372.94	278050.28	121807.945	156001.67	97805.77	216220.3	141257.2	122837.84	
CON_IPI00290077.1|SWISS-PROT:P19012	CON_IPI00290077.1|SWISS-PROT:P19012 Tax_Id=9606 Gene_Symbol=KRT15 Keratin, type I cytoskeletal 15	CON_IPI00290077.1|SWISS-PROT:P19012 Tax_Id=9606 Gene_Symbol=KRT15 Keratin, type I cytoskeletal 15		456			Tax_Id=9606	1.0	0.999	18	20	5	152	1	0	0	1	2	3	0	0	0	0	0	0	4	1	1	0	1	2	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	6	0	0	6	11	8	0	0	0	0	0	0	31	23	11	0	17	11	0	0	28	0	0	0	81454.77	0.0	0.0	102680.68	157502.6	161896.02	0.0	0.0	0.0	0.0	0.0	0.0	51836.812	45610.746	54560.355	0.0	61518.797	74429.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
CON_IPI00290078.5|SWISS-PROT:P19013	CON_IPI00290078.5|SWISS-PROT:P19013 Tax_Id=9606 Gene_Symbol=KRT4 keratin 4	CON_IPI00290078.5|SWISS-PROT:P19013 Tax_Id=9606 Gene_Symbol=KRT4 keratin 4		594			Tax_Id=9606	0.9952	0.999	8	1	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19244.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
CON_IPI00293665.7|SWISS-PROT:P04259	CON_IPI00293665.7|SWISS-PROT:P04259 Tax_Id=9606 Gene_Symbol=KRT6B Keratin, type II cytoskeletal 6B	CON_IPI00293665.7|SWISS-PROT:P04259 Tax_Id=9606 Gene_Symbol=KRT6B Keratin, type II cytoskeletal 6B		564			Tax_Id=9606	1.0	0.999	72	44	38	282	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	77	0.0	0.0	0.0	0.0	0.0	0.0	155720.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1762116.8	0.0	0.0	57859.527	0.0	0.0	0.0	0.0	0.0	0.0	143426.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1593352.5	0.0	0.0	0.0	
CON_IPI00300725.7|SWISS-PROT:P02538	CON_IPI00300725.7|SWISS-PROT:P02538 Tax_Id=9606 Gene_Symbol=KRT6A Keratin, type II cytoskeletal 6A	CON_IPI00300725.7|SWISS-PROT:P02538 Tax_Id=9606 Gene_Symbol=KRT6A Keratin, type II cytoskeletal 6A		564			Tax_Id=9606	1.0	0.999	74	188	12	664	0	0	0	0	0	0	17	0	0	6	1	0	3	3	0	11	0	17	0	0	121	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	9	0	0	0	0	0	0	0	0	0	61	0	0	38	23	0	84	73	0	69	0	64	0	0	160	25	0	67	0.0	0.0	0.0	0.0	0.0	0.0	508457.56	0.0	0.0	73272.42	0.0	0.0	74260.195	68097.67	0.0	236138.44	0.0	343067.4	0.0	0.0	4569500.0	0.0	0.0	232593.03	0.0	0.0	0.0	0.0	0.0	0.0	296414.34	0.0	0.0	193589.95	0.0	0.0	67350.01	63833.48	0.0	132305.06	0.0	282217.84	0.0	0.0	1115736.0	0.0	0.0	235703.23	
CON_IPI00304458.2|SWISS-PROT:Q9C075	CON_IPI00304458.2|SWISS-PROT:Q9C075 Tax_Id=9606 Gene_Symbol=KRT23 Keratin, type I cytoskeletal 23	CON_IPI00304458.2|SWISS-PROT:Q9C075 Tax_Id=9606 Gene_Symbol=KRT23 Keratin, type I cytoskeletal 23		422			Tax_Id=9606	1.0	0.999	6	14	14	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	7	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	7	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	7	0	0	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42894.867	0.0	0.0	0.0	37030.707	0.0	0.0	98663.625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67658.2	0.0	0.0	66378.43	
CON_IPI00311493.5|SWISS-PROT:P05784	CON_IPI00311493.5|SWISS-PROT:P05784 Tax_Id=10090 Gene_Symbol=Krt18 Keratin, type I cytoskeletal 18	CON_IPI00311493.5|SWISS-PROT:P05784 Tax_Id=10090 Gene_Symbol=Krt18 Keratin, type I cytoskeletal 18		423			Tax_Id=10090	1.0	0.999	63	2967	0	2967	76	79	74	88	74	85	95	89	99	106	98	106	152	140	132	165	179	167	123	165	157	184	149	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	79	74	88	74	85	95	89	99	106	98	106	152	140	132	165	179	167	123	165	157	184	149	185	5904378.0	5227398.0	4962803.5	7156537.5	5992845.0	6839550.0	5068317.5	5664030.0	5382361.0	5786738.0	5685626.5	5491070.0	4734065.0	5020972.5	5030031.5	5785833.0	5562322.0	5874001.5	5555979.0	5356791.5	5626936.0	5228815.0	5978415.5	5777596.0	2295898.5	2314781.5	2249749.5	2707846.0	2887800.0	2893494.5	1987190.1	1950639.9	2048798.1	2130954.8	1922967.5	1964859.4	2287993.5	2362230.0	2399733.8	2559889.8	2599311.5	2672200.5	1954962.5	1901866.0	2193814.0	1944369.0	1936895.5	2108173.0	sp|P05784|K1C18_MOUSE
CON_IPI00329306.3|SWISS-PROT:Q7RTS7	CON_IPI00329306.3|SWISS-PROT:Q7RTS7 Tax_Id=9606 Gene_Symbol=KRT74 Keratin, type II cytoskeletal 74	CON_IPI00329306.3|SWISS-PROT:Q7RTS7 Tax_Id=9606 Gene_Symbol=KRT74 Keratin, type II cytoskeletal 74		529			Tax_Id=9606	0.9999	0.999	13	12	3	98	0	0	0	0	0	0	1	0	2	1	0	0	1	1	0	1	0	1	1	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	5	0	8	7	0	0	15	9	0	14	0	6	6	0	13	0	15	0	0.0	0.0	0.0	0.0	0.0	0.0	69522.195	0.0	22448.04	41189.047	0.0	0.0	201203.16	134216.0	0.0	83170.91	0.0	68250.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
CON_IPI00375911.2|SWISS-PROT:Q7Z3Z0	CON_IPI00375911.2|SWISS-PROT:Q7Z3Z0 Tax_Id=9606 Gene_Symbol=KRT25 Keratin, type I cytoskeletal 25	CON_IPI00375911.2|SWISS-PROT:Q7Z3Z0 Tax_Id=9606 Gene_Symbol=KRT25 Keratin, type I cytoskeletal 25		450			Tax_Id=9606	0.9999	0.999	8	7	5	33	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	11	3	8	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34365.082	55407.484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
CON_IPI00376379.3|SWISS-PROT:Q7Z794	CON_IPI00376379.3|SWISS-PROT:Q7Z794 Tax_Id=9606 Gene_Symbol=KRT77 Keratin 77	CON_IPI00376379.3|SWISS-PROT:Q7Z794 Tax_Id=9606 Gene_Symbol=KRT77 Keratin 77		578			Tax_Id=9606	1.0	0.999	18	19	11	221	1	0	1	0	0	0	0	1	0	0	1	0	0	2	1	0	4	2	2	1	3	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	2	2	0	1	1	0	0	0	14	0	9	0	0	0	0	14	0	0	23	0	0	38	21	0	25	22	20	17	18	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59813.496	0.0	0.0	65001.86	0.0	0.0	0.0	55702.332	0.0	0.0	0.0	
CON_IPI00384444.5|SWISS-PROT:P02533	CON_IPI00384444.5|SWISS-PROT:P02533 Tax_Id=9606 Gene_Symbol=KRT14 Keratin, type I cytoskeletal 14	CON_IPI00384444.5|SWISS-PROT:P02533 Tax_Id=9606 Gene_Symbol=KRT14 Keratin, type I cytoskeletal 14		472			Tax_Id=9606	1.0	0.999	55	461	68	794	7	2	0	1	2	1	48	4	9	21	7	3	42	28	13	33	28	11	12	6	108	3	4	68	2	0	0	0	0	0	4	4	4	5	3	2	3	3	1	1	2	2	4	2	9	3	3	11	17	8	0	7	15	5	74	11	19	36	20	9	69	54	22	57	42	19	38	16	136	5	14	101	268983.88	69766.55	0.0	46488.883	60331.76	53533.793	1513877.8	137559.47	145258.86	415367.12	239465.78	62117.066	1129383.9	744188.44	268900.56	716912.3	495539.03	436888.88	191300.39	157674.7	1173997.2	39837.098	123118.42	2161578.2	128249.84	68105.85	0.0	0.0	109032.38	0.0	639634.75	0.0	83527.484	223015.9	124751.125	72052.83	609417.06	357341.4	141509.98	364023.06	246732.5	209027.94	166412.25	96751.44	374614.38	0.0	80341.06	355202.9	
CON_IPI00450768.7|SWISS-PROT:Q04695	CON_IPI00450768.7|SWISS-PROT:Q04695 Tax_Id=9606 Gene_Symbol=KRT17 Keratin, type I cytoskeletal 17	CON_IPI00450768.7|SWISS-PROT:Q04695 Tax_Id=9606 Gene_Symbol=KRT17 Keratin, type I cytoskeletal 17		432			Tax_Id=9606	1.0	0.999	57	144	21	274	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	1	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	27	0	14	0	0	188	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	92168.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45552.242	0.0	62807.156	0.0	0.0	213206.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	335711.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	776679.1	0.0	0.0	0.0	
CON_IPI00462140.1|SWISS-PROT:Q6IFZ6	CON_IPI00462140.1|SWISS-PROT:Q6IFZ6 Tax_Id=10090 Gene_Symbol=Krt77 Keratin, type II cytoskeletal 1b	CON_IPI00462140.1|SWISS-PROT:Q6IFZ6 Tax_Id=10090 Gene_Symbol=Krt77 Keratin, type II cytoskeletal 1b		572			Tax_Id=10090	0.9992	0.999	23	5	0	129	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	28	0	0	0	0	0	0	0	0	29	0	0	39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	127232.87	237386.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q6IFZ6|K2C1B_MOUSE
CON_IPI00468956.4|SWISS-PROT:Q9R0H5	CON_IPI00468956.4|SWISS-PROT:Q9R0H5 Tax_Id=10090 Gene_Symbol=Krt71 Keratin, type II cytoskeletal 6G	CON_IPI00468956.4|SWISS-PROT:Q9R0H5 Tax_Id=10090 Gene_Symbol=Krt71 Keratin, type II cytoskeletal 6G		524			Tax_Id=10090	0.9988	0.999	19	8	0	64	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	10	0	20	8	0	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	129404.11	43077.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q9R0H5|K2C71_MOUSE
CON_IPI00554648.3|SWISS-PROT:P05787	CON_IPI00554648.3|SWISS-PROT:P05787 Tax_Id=9606 Gene_Symbol=KRT8 Keratin, type II cytoskeletal 8	CON_IPI00554648.3|SWISS-PROT:P05787 Tax_Id=9606 Gene_Symbol=KRT8 Keratin, type II cytoskeletal 8		483			Tax_Id=9606	0.9857	0.999	54	3	0	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	146	148	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22680.79	0.0	35914.84	36257.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
CON_IPI00622240.4|SWISS-PROT:Q3TTY5	CON_IPI00622240.4|SWISS-PROT:Q3TTY5 Tax_Id=10090 Gene_Symbol=Krt2 Keratin, type II cytoskeletal 2 epidermal	CON_IPI00622240.4|SWISS-PROT:Q3TTY5 Tax_Id=10090 Gene_Symbol=Krt2 Keratin, type II cytoskeletal 2 epidermal		707			Tax_Id=10090	1.0	0.999	41	15	0	294	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	59	46	0	0	0	0	45	0	0	12	0	120	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	873321.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q3TTY5|K22E_MOUSE
CON_IPI00686702.1|SWISS-PROT:Q9N2I2	CON_IPI00686702.1|SWISS-PROT:Q9N2I2 (Bos taurus) Plasma serine protease inhibitor precursor	CON_IPI00686702.1|SWISS-PROT:Q9N2I2 (Bos taurus) Plasma serine protease inhibitor precursor		404			(Bos	0.9952	0.9979	3	10	10	10	0	0	0	0	0	0	1	0	2	2	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	2	2	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	2	2	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	322342.8	0.0	335230.16	392872.5	333723.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	377106.03	0.0	0.0	0.0	0.0	552073.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
CON_IPI00694107.2|SWISS-PROT:P02584	CON_IPI00694107.2|SWISS-PROT:P02584 (Bos taurus) Profilin-1	CON_IPI00694107.2|SWISS-PROT:P02584 (Bos taurus) Profilin-1		140			(Bos	0.9987	0.999	10	15	15	305	0	0	0	0	0	0	1	2	2	0	0	1	1	0	1	3	1	1	0	0	0	0	2	0	0	0	0	0	0	0	1	2	2	0	0	1	1	0	1	3	1	1	0	0	0	0	2	0	0	0	0	0	0	0	19	29	27	0	0	25	34	0	32	39	37	29	0	0	0	0	34	0	0.0	0.0	0.0	0.0	0.0	0.0	42699.83	42374.383	41730.58	0.0	0.0	40114.465	91209.836	0.0	109896.586	102010.12	129039.305	116853.8	0.0	0.0	0.0	0.0	43297.508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
CON_IPI00694255.1|TREMBL:Q3SX14	CON_IPI00694255.1|TREMBL:Q3SX14 (Bos taurus) Similar to Gelsolin	CON_IPI00694255.1|TREMBL:Q3SX14 (Bos taurus) Similar to Gelsolin		781			(Bos	1.0	0.999	14	4	4	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	20	5	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
CON_IPI00698900.1|SWISS-PROT:P60712	CON_IPI00698900.1|SWISS-PROT:P60712 (Bos taurus) Actin, cytoplasmic 1	CON_IPI00698900.1|SWISS-PROT:P60712 (Bos taurus) Actin, cytoplasmic 1		375			(Bos	1.0	0.999	118	8011	0	8011	136	146	136	159	157	165	288	287	291	274	265	309	401	384	391	385	399	401	489	522	548	515	488	475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	146	136	159	157	165	288	287	291	274	265	309	401	384	391	385	399	401	489	522	548	515	488	475	1.2868497E7	1.5491552E7	1.2045157E7	1.431478E7	1.0928444E7	1.4250058E7	2.6382552E7	2.5784516E7	2.5384072E7	2.7243454E7	2.6453344E7	2.6898294E7	1.6312906E7	1.7714162E7	1.7653974E7	1.5600707E7	1.7106514E7	1.7026494E7	2.5718156E7	2.5190332E7	3.16457E7	2.4296182E7	2.4988784E7	2.6247662E7	8071534.5	7989178.0	8557145.0	8158261.0	9165791.0	9226685.0	1.2312638E7	1.2460732E7	1.1489997E7	1.1098203E7	1.1878492E7	1.1819507E7	9165687.0	9164887.0	9098726.0	9026841.0	9349997.0	9456979.0	1.5879856E7	1.4539623E7	1.7967884E7	1.4720108E7	1.3395888E7	1.4689336E7	sp|P60710|ACTB_MOUSE
